run_id;strategy_id;year;strategy_return_pct;spy_return_pct;excess_return_pct;winner
DD20BATCH_002_HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;1999;0,0;19,380238760477518;-19,380238760477518;spy
DD20BATCH_002_HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;2000;15,434253038411615;-9,79802320584444;25,232276244256056;strategy
DD20BATCH_002_HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;2001;-4,803003825596108;-11,26637317670427;6,463369351108162;strategy
DD20BATCH_002_HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;2002;-7,323435919807819;-23,63022220273361;16,306786282925792;strategy
DD20BATCH_002_HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;2003;26,77266372009126;22,191719723505443;4,580943996585816;strategy
DD20BATCH_002_HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;2004;11,06551600054222;8,66672579224328;2,398790208298939;strategy
DD20BATCH_002_HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;2005;8,310966539833053;3,499583522588412;4,8113830172446415;strategy
DD20BATCH_002_HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;2006;4,659618437993562;11,775847299380949;-7,116228861387387;spy
DD20BATCH_002_HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;2007;11,735941596965827;3,423648414691982;8,312293182273844;strategy
DD20BATCH_002_HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;HYP_DD20_SPY_DYN_65_45_25_0_PARTIAL_25_33_V1;2008;-13,344136512190696;-37,735456824562995;24,3913203123723;strategy
