year;strategy_return_pct;spy_return_pct;excess_return_pct;winner
1999;0,0;19,380238760477518;-19,380238760477518;spy
2000;24,91475413385935;-9,79802320584444;34,71277733970379;strategy
2001;-2,3300086072871595;-11,26637317670427;8,936364569417112;strategy
2002;-14,971776017883053;-23,63022220273361;8,658446184850556;strategy
2003;21,1948106390498;22,191719723505443;-0,9969090844556447;spy
2004;7,40262525041484;8,66672579224328;-1,26410054182844;spy
2005;2,325002972577117;3,499583522588412;-1,174580550011295;spy
2006;14,20409813640573;11,775847299380949;2,4282508370247804;strategy
2007;22,18790925773453;3,423648414691982;18,764260843042546;strategy
2008;-21,664831533165096;-37,735456824562995;16,0706252913979;strategy
2009;7,650719464688871;19,879521879234098;-12,228802414545227;spy
2010;8,739992957896447;10,959144064481974;-2,2191511065855263;spy
2011;17,633226772921983;-1,2199945017918434;18,853221274713825;strategy
2012;12,409434432228883;11,694120519301453;0,7153139129274297;strategy
2013;17,832252259754732;26,448038839187028;-8,615786579432296;spy
2014;10,031356796558487;12,366059120717686;-2,334702324159199;spy
2015;2,893131586190356;-0,7593815967543827;3,652513182944739;strategy
2016;0,21705539780714211;11,197887786494176;-10,980832388687034;spy
2017;20,325652737930678;18,478058445821468;1,8475942921092106;strategy
2018;-0,7056408606828324;-7,013428438904956;6,307787578222124;strategy
2019;35,44982063167019;28,651368924082753;6,798451707587439;strategy
2020;13,823299449343441;15,086037646519523;-1,2627381971760823;spy
2021;25,933353005141036;28,788736259166804;-2,8553832540257673;spy
2022;-3,540959734396265;-19,94515511159379;16,404195377197528;strategy
2023;-12,09328145539208;24,812244214345846;-36,905525669737926;spy
2024;10,665627819792789;23,998735778721247;-13,333107958928458;spy
2025;7,838368675126328;16,639293552326606;-8,800924877200277;spy
2026;-3,8264378837093327;9,144141765739233;-12,970579649448567;spy
