strategy_id,status,stage,run_id,run_dir,report_dir,config_path,completed_at,config_hash,cagr,spy_cagr,excess_cagr,total_return,spy_total_return,final_equity,max_drawdown,max_recovery_days,worst_year,years_win_vs_spy,years_loss_vs_spy,months_win_vs_spy,months_loss_vs_spy,trades,win_rate_gt_1pct,median_trade_net,avg_trade_net,exposure_avg,exposure_min,exposure_max,cash_days,reduced_exposure_days,crisis_mode_days,dd_guard_activation_count,position_stop_count,reentry_count,metric_no_effect,ignored_config_fields,unsupported_features,notes,calmar,balanced_score,2000_2003_return,2000_2003_max_dd,2008_2009_return,2008_2009_max_dd,q4_2018_return,q4_2018_max_dd,2020_crash_return,2020_crash_max_dd,2022_return,2022_max_dd,2025_return,2025_max_dd,2026_ytd_return,2026_ytd_max_dd
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E60_CR40_REDD_RECOVERED_DD8_SL20,completed,smoke,DDGRID_EXT_R12_C25_E60_CR40_REDD_RECOVERED_DD8_SL20_EXT_20260601_001117_001_f41fdf3c,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\DDGRID_EXT_R12_C25_E60_CR40_REDD_RECOVERED_DD8_SL20_EXT_20260601_001117_001_f41fdf3c,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132\generated_configs\HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E60_CR40_REDD_RECOVERED_DD8_SL20.json,2026-06-01T00:12:40.672525,f41fdf3c85be172c,11.494058623405913,6.802474621020882,4.691584002385031,1866.4446415131972,506.0574160210821,196644.46415131973,-34.09395981834492,2092,-27.718999121403385,16,12,172,157,5837,69.48775055679288,6.427774568110092,12.363327669426708,41.32809529067148,0.0,100.00000000000003,2831,3341,1334,63,82,27,False,,,,0.33712888396205914,14.274888434621031,26.75883622846653,-34.09395981834492,-25.54850853990712,-32.09070355486181,-23.97326188424894,-25.0257294516259,-5.852090579112456,-8.066521483665468,-5.643911667170009,-9.016041881898806,1.881027831940063,-21.578814519459822,39.917201124502675,-4.451594399365987
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E50_CR50_REDD_RECOVERED_DD8_SL20,completed,smoke,DDGRID_EXT_R12_C25_E50_CR50_REDD_RECOVERED_DD8_SL20_EXT_20260601_001245_002_bf500342,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\DDGRID_EXT_R12_C25_E50_CR50_REDD_RECOVERED_DD8_SL20_EXT_20260601_001245_002_bf500342,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132\generated_configs\HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E50_CR50_REDD_RECOVERED_DD8_SL20.json,2026-06-01T00:13:49.748427,bf50034270ea9ee6,9.918879386594481,6.802474621020882,3.1164047655735994,1231.9811344825619,506.0574160210821,133198.1134482562,-33.559620714284854,2148,-25.55621979624395,17,11,169,160,6529,69.9188237096033,6.521970776409761,11.991970472457139,37.755361026023365,0.0,100.00000000000004,2831,4186,722,66,81,28,False,,,,0.29555993707558353,13.41230268277659,33.05830019462685,-29.06120806907294,-22.829552835351162,-31.039627810650426,-21.69294976359406,-22.95143351001738,-4.8761580751131355,-6.72051169916209,-4.660778980159474,-7.511165054870361,1.7792391610421454,-18.11546787473286,37.63625093616494,-4.241643749138946
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E75_CR50_REDD_RECOVERED_DD12_SL22,completed,smoke,DDGRID_EXT_R12_C25_E75_CR50_REDD_RECOVERED_DD12_SL22_EXT_20260601_002204_003_6431a8d4,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\DDGRID_EXT_R12_C25_E75_CR50_REDD_RECOVERED_DD12_SL22_EXT_20260601_002204_003_6431a8d4,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132\generated_configs\HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E75_CR50_REDD_RECOVERED_DD12_SL22.json,2026-06-01T00:22:55.686418,6431a8d4a46806c7,14.699291565865868,6.802474621020882,7.8968169448449865,4172.519623094663,506.0574160210821,427251.96230946627,-36.817185605358596,2028,-30.850555385338197,18,10,178,151,4716,67.36641221374046,5.581615588421799,11.97436390307809,47.44576903618063,0.0,100.00000000000003,2831,2517,1681,124,63,64,False,,,,0.39925082062020634,14.68512590008345,26.624642908058238,-36.817185605358596,-28.79311944935218,-36.1318755836206,-26.12860072233757,-28.271546418809145,-7.400742827893126,-10.084931514203731,-8.219896573210017,-12.847171288710356,-1.0035303656860894,-26.713485045361352,43.31400936471326,-5.483100966710119
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E75_CR40_REDD_RECOVERED_DD6_SL22,completed,smoke,DDGRID_EXT_R12_C25_E75_CR40_REDD_RECOVERED_DD6_SL22_EXT_20260601_002300_004_659e8777,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\DDGRID_EXT_R12_C25_E75_CR40_REDD_RECOVERED_DD6_SL22_EXT_20260601_002300_004_659e8777,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132\generated_configs\HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E75_CR40_REDD_RECOVERED_DD6_SL22.json,2026-06-01T00:23:35.412779,659e87773a701ede,12.564494378718205,6.802474621020882,5.762019757697323,2454.4318261476037,506.0574160210821,255443.18261476036,-35.14533071096048,2233,-29.502483932696066,17,11,173,156,5924,68.61917623227549,5.666792910736731,12.05923052816076,42.98412858343138,0.0,100.00000000000003,2831,2674,2158,116,66,20,False,,,,0.3575010997065343,14.001461152407702,26.02246801240984,-35.14533071096048,-27.773780648300182,-34.03183321427503,-25.45959356906802,-27.171017520907437,-7.347271369251008,-10.056104295364587,-7.685569697025141,-11.880762601316142,-2.057893865933924,-26.323354980463055,42.99783941227378,-5.35001632659834
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E75_CR40_REDD_RECOVERED_DD10_SL22,completed,smoke,DDGRID_EXT_R12_C25_E75_CR40_REDD_RECOVERED_DD10_SL22_EXT_20260601_002337_005_fb826b40,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\DDGRID_EXT_R12_C25_E75_CR40_REDD_RECOVERED_DD10_SL22_EXT_20260601_002337_005_fb826b40,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132\generated_configs\HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E75_CR40_REDD_RECOVERED_DD10_SL22.json,2026-06-01T00:24:14.227528,fb826b4015e15e23,12.690145668385666,6.802474621020882,5.887671047364784,2533.6594942635566,506.0574160210821,263365.94942635566,-35.14533071096048,2242,-29.556691026056093,17,11,170,159,5299,66.3521419135686,5.02769512469953,10.872774071684386,43.54489044878534,0.0,100.00000000000004,2831,2380,2152,132,65,32,False,,,,0.36107629126471974,14.110681350916709,26.02246801240984,-35.14533071096048,-27.829316979703723,-33.99403129446328,-25.459593569067994,-27.171017520907427,-7.347271369251029,-10.056104295364566,-8.177214308019142,-12.803024888140847,-2.3883821664054783,-26.731078720922795,43.17611833687853,-5.441634447518762
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E75_CR33_REDD_RECOVERED_DD8_SL25,completed,smoke,DDGRID_EXT_R12_C25_E75_CR33_REDD_RECOVERED_DD8_SL25_EXT_20260601_002416_006_69eadf60,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\DDGRID_EXT_R12_C25_E75_CR33_REDD_RECOVERED_DD8_SL25_EXT_20260601_002416_006_69eadf60,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132\generated_configs\HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E75_CR33_REDD_RECOVERED_DD8_SL25.json,2026-06-01T00:25:11.035118,69eadf6077e8e34a,11.57492245604943,6.802474621020882,4.772447835028548,1905.8680436463408,506.0574160210821,200586.8043646341,-34.950341811711304,2594,-28.09290443028881,16,12,170,159,6416,67.61221945137157,5.572977019881678,11.022765265372259,40.68866588170498,0.0,100.00000000000003,2831,2471,2436,116,45,22,False,,,,0.3311819529092805,13.353294719354016,11.469857777133875,-34.950341811711304,-26.60897489499847,-32.0472815080867,-26.74882615896539,-28.130266445974993,-7.346211936316327,-10.076489226149254,-7.427766094060583,-12.502768185203628,-4.586241963255333,-27.40221542634925,40.658460293474576,-5.265704195588484
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E60_CR50_REDD_RECOVERED_DD8_SL25,completed,smoke,DDGRID_EXT_R12_C25_E60_CR50_REDD_RECOVERED_DD8_SL25_EXT_20260601_002514_007_fcba7d23,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\DDGRID_EXT_R12_C25_E60_CR50_REDD_RECOVERED_DD8_SL25_EXT_20260601_002514_007_fcba7d23,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132\generated_configs\HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E60_CR50_REDD_RECOVERED_DD8_SL25.json,2026-06-01T00:25:55.628229,fcba7d236de58911,11.51941848709843,6.802474621020882,4.716943866077549,1878.7272358549235,506.0574160210821,197872.72358549235,-34.59523450576085,2148,-28.10178478942825,16,12,172,157,6225,69.1566265060241,6.387105626318714,12.383004689856095,42.49122539545606,0.0,100.00000000000003,2831,3467,1240,65,40,27,False,,,,0.3329770314226429,13.645453275074304,29.836380634199532,-32.50404448691435,-25.96256338957734,-33.80220820697137,-25.45596221779126,-27.65872773768614,-5.852090579112446,-8.066521483665456,-5.858754369989294,-10.001802171860897,0.5730719155134789,-22.259744529050163,36.497527637302674,-4.602235463888704
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E75_CR33_REDD_RECOVERED_DD8_SLNONE,completed,smoke,DDGRID_EXT_R12_C25_E75_CR33_REDD_RECOVERED_DD8_SLNONE_EXT_20260601_002557_008_e01ca29d,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\DDGRID_EXT_R12_C25_E75_CR33_REDD_RECOVERED_DD8_SLNONE_EXT_20260601_002557_008_e01ca29d,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132\generated_configs\HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E75_CR33_REDD_RECOVERED_DD8_SLNONE.json,2026-06-01T00:26:32.950015,e01ca29d67c19358,12.2303434857018,6.802474621020882,5.427868864680918,2254.7511984192765,506.0574160210821,235475.11984192766,-34.17354252297462,2260,-28.39764562617856,17,11,169,160,6175,65.92712550607287,5.049976910037204,10.360968063316006,41.508027212952754,0.0,100.00000000000003,2831,2455,2365,129,0,23,False,,,,0.35788924948238626,14.523498660517513,28.04314582027856,-34.17354252297462,-26.813591897954915,-32.14017117076974,-26.27114452465973,-28.256247898840414,-7.346226683247259,-10.076067672749822,-6.642493493946223,-12.918836414336187,-4.615451380176749,-27.39439573730209,40.89212882719886,-5.271000559571926
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E66_CR50_REDD_RECOVERED_DD6_SLNONE,completed,smoke,DDGRID_EXT_R12_C25_E66_CR50_REDD_RECOVERED_DD6_SLNONE_EXT_20260601_002635_009_6a944744,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\DDGRID_EXT_R12_C25_E66_CR50_REDD_RECOVERED_DD6_SLNONE_EXT_20260601_002635_009_6a944744,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132\generated_configs\HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E66_CR50_REDD_RECOVERED_DD6_SLNONE.json,2026-06-01T00:27:39.078752,6a944744f11310c0,13.755746590629482,6.802474621020882,6.9532719696086,3307.7417067928673,506.0574160210821,340774.1706792867,-35.82957979717622,2088,-30.595909684253442,19,9,177,152,6088,68.74178712220763,6.404550621863494,12.803231321827273,44.69935403671691,0.0,100.00000000000003,2831,3299,1391,72,0,20,False,,,,0.38392151592337653,14.522104519446318,33.44152883594984,-34.09331414744573,-28.363701030478104,-35.76663136269309,-27.094119449791123,-30.13550242952524,-6.436499944352281,-8.876921906088885,-5.821169666255965,-11.392854744004788,-0.7831953886786924,-24.206918816044386,38.21772467587081,-4.603623438351601
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E66_CR50_REDD_RECOVERED_DD10_SLNONE,completed,smoke,DDGRID_EXT_R12_C25_E66_CR50_REDD_RECOVERED_DD10_SLNONE_EXT_20260601_002741_010_185a3223,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\DDGRID_EXT_R12_C25_E66_CR50_REDD_RECOVERED_DD10_SLNONE_EXT_20260601_002741_010_185a3223,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132,reports\dd_guard_grid_HYP_REFINE_AUTO002_TOPN_6_V1_EXTENDED_20260531_235132\generated_configs\HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_EXT_R12_C25_E66_CR50_REDD_RECOVERED_DD10_SLNONE.json,2026-06-01T00:28:21.863987,185a3223a69dbee5,12.978269611768333,6.802474621020882,6.175794990747451,2724.371367050868,506.0574160210821,282437.1367050868,-35.32758189182965,2025,-29.83386053501246,17,11,175,154,5463,66.17243272926963,5.602686658669068,11.02711125454322,45.56441306744889,0.0,100.00000000000003,2831,2939,1378,84,0,40,False,,,,0.36736931645949616,14.238513324949592,32.20411561388337,-34.09331414744573,-27.57714247987758,-34.93431721183322,-27.094119449791087,-30.13550242952523,-6.436499944352258,-8.876921906088853,-6.4673975018195495,-12.599488959751259,-1.189498019266677,-24.71055839450521,38.36122658119816,-4.70070096037849
