year;strategy_return_pct;spy_return_pct;excess_return_pct;winner
1999;0,0;19,380238760477518;-19,380238760477518;spy
2000;46,58624642640356;-9,79802320584444;56,38426963224801;strategy
2001;-18,24278009512582;-11,26637317670427;-6,976406918421549;spy
2002;-24,423665479760903;-23,63022220273361;-0,7934432770272934;spy
2003;130,43647194041705;22,191719723505443;108,2447522169116;strategy
2004;44,21342074977026;8,66672579224328;35,54669495752698;strategy
2005;33,28858209635817;3,499583522588412;29,788998573769756;strategy
2006;19,1790956042283;11,775847299380949;7,403248304847352;strategy
2007;54,516585651758476;3,423648414691982;51,092937237066494;strategy
2008;-43,0010317889813;-37,735456824562995;-5,265574964418306;spy
2009;14,109414562553457;19,879521879234098;-5,77010731668064;spy
2010;39,67394615162263;10,959144064481974;28,714802087140654;strategy
2011;-0,6840487698564046;-1,2199945017918434;0,5359457319354388;strategy
2012;25,06787377430082;11,694120519301453;13,373753254999368;strategy
2013;38,41493430670464;26,448038839187028;11,96689546751761;strategy
2014;24,90976554658517;12,366059120717686;12,543706425867484;strategy
2015;5,007400055099187;-0,7593815967543827;5,76678165185357;strategy
2016;28,222988781135825;11,197887786494176;17,025100994641647;strategy
2017;17,564792175185453;18,478058445821468;-0,9132662706360151;spy
2018;13,78916894710458;-7,013428438904956;20,802597386009538;strategy
2019;29,208582077005584;28,651368924082753;0,5572131529228308;strategy
2020;58,521825059462685;15,086037646519523;43,435787412943164;strategy
2021;40,69350936756679;28,788736259166804;11,904773108399986;strategy
2022;-0,8485356966577373;-19,94515511159379;19,096619414936054;strategy
2023;43,58259017049391;24,812244214345846;18,770345956148063;strategy
2024;101,59931047568342;23,998735778721247;77,60057469696218;strategy
2025;54,372078942577964;16,639293552326606;37,73278539025136;strategy
2026;43,94273262286559;9,144141765739233;34,79859085712636;strategy
