year;strategy_return_pct;spy_return_pct;excess_return_pct;winner
1999;0,0;19,380238760477518;-19,380238760477518;spy
2000;29,38118999331958;-9,79802320584444;39,179213199164025;strategy
2001;5,5223179981651604;-11,26637317670427;16,78869117486943;strategy
2002;-17,132809532354333;-23,63022220273361;6,497412670379276;strategy
2003;81,67858861078577;22,191719723505443;59,48686888728032;strategy
2004;38,79657959232618;8,66672579224328;30,129853800082902;strategy
2005;41,26451580959096;3,499583522588412;37,76493228700255;strategy
2006;7,7326018815562225;11,775847299380949;-4,043245417824727;spy
2007;40,59112617163709;3,423648414691982;37,16747775694511;strategy
2008;-41,54556642133097;-37,735456824562995;-3,8101095967679726;spy
2009;28,711498774282607;19,879521879234098;8,83197689504851;strategy
2010;43,123842394853455;10,959144064481974;32,16469833037148;strategy
2011;-7,942873725905475;-1,2199945017918434;-6,7228792241136315;spy
2012;37,06654699485827;11,694120519301453;25,372426475556818;strategy
2013;34,32809388042388;26,448038839187028;7,880055041236851;strategy
2014;20,966961090600968;12,366059120717686;8,600901969883282;strategy
2015;13,543410624740183;-0,7593815967543827;14,302792221494565;strategy
2016;25,372675959997217;11,197887786494176;14,17478817350304;strategy
2017;24,325703252230113;18,478058445821468;5,8476448064086455;strategy
2018;3,133875578730305;-7,013428438904956;10,14730401763526;strategy
2019;32,47268391571267;28,651368924082753;3,8213149916299187;strategy
2020;40,69137333102017;15,086037646519523;25,605335684500652;strategy
2021;22,473524360891272;28,788736259166804;-6,315211898275532;spy
2022;7,946645702413502;-19,94515511159379;27,891800814007293;strategy
2023;45,54112014481131;24,812244214345846;20,728875930465463;strategy
2024;136,97814923103587;23,998735778721247;112,97941345231462;strategy
2025;32,82535100565238;16,639293552326606;16,186057453325773;strategy
2026;54,11610814803025;9,144141765739233;44,971966382291015;strategy
