run_id,strategy_id,period,strategy_return_pct,spy_return_pct,diff_pct,avg_gross_exposure_value,avg_gross_exposure_pct,avg_cash_pct,avg_positions_count,trades,trade_avg_return_pct,trade_loss_rate_pct,stop_loss_trades,stop_loss_rate_pct
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,2024-07,-8.646076152648485,1.2109123535018584,-9.856988506150344,110682.82886841419,83.81700919158123,16.18299080841876,15.727272727272727,24,45.197018855090384,41.66666666666667,2,8.333333333333332
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,2008-12,0.0,0.16650186699562752,-0.16650186699562752,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,2026-04,0.0,10.50526547157251,-10.50526547157251,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,2000-03,-0.4994099753705017,9.413369713506125,-9.912779688876626,3107.8722502184796,25.458447294479253,74.54155270552076,14.782608695652174,3,-17.07556230340278,100.0,3,100.0
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2023,0.16326147221581433,24.28679932579316,-24.123537853577346,17408.79789334807,19.939416754763116,80.0605832452369,4.956,57,0.44536350614757225,57.89473684210527,7,12.280701754385964
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2025,-4.953659816017952,16.35271004396317,-21.306369859981125,20792.10739257511,16.568054692399542,83.43194530760046,2.82,37,-0.3965036978486872,70.27027027027027,21,56.75675675675676
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2019,8.545969519291408,28.785206349908176,-20.23923683061677,29791.127581749133,51.27332772071207,48.72667227928794,10.412698412698413,94,4.198122737530436,35.1063829787234,9,9.574468085106384
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,1999,0.0,19.38023876047774,-19.38023876047774,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2004,-0.8572703390438585,8.617904450471103,-9.475174789514963,5390.463064587131,34.9193248160436,65.0806751839564,7.25,82,83.91192251306072,40.243902439024396,24,29.268292682926827
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2024,48.687039757261694,23.304794786605566,25.382244970656128,85283.29784944573,73.7910306439331,26.20896935606691,13.301587301587302,128,32.83136312779584,33.59375,21,16.40625
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2020-04,0.0,12.69835537781885,-12.69835537781885,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2011-10,0.0,10.914713484379913,-10.914713484379913,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2009-03,0.0,7.561201562039321,-7.561201562039321,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2001-04,0.0,8.544006351966038,-8.544006351966038,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2024-07,-8.874345162805819,1.2109123535018584,-10.085257516307678,98747.11119901476,83.11034721697757,16.88965278302243,15.590909090909092,25,41.37577302731122,40.0,3,12.0
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2000-03,-0.7594271524353102,9.413369713506125,-10.172796865941436,3799.4945682804914,30.509338195770713,69.49066180422928,14.782608695652174,3,-17.07556230340278,100.0,3,100.0
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2008-12,0.0,0.16650186699562752,-0.16650186699562752,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,2003-12,-4.586453708253668,4.537343325057219,-9.123797033310886,12392.529392064647,84.11363412252359,15.886365877476434,16.0,21,108.19694937892639,9.523809523809524,2,9.523809523809524
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2023,0.13248528687419547,24.28679932579316,-24.154314038918965,16055.039696871929,19.080877526277902,80.9191224737221,4.96,58,-0.17555747033938685,58.620689655172406,6,10.344827586206897
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2019,7.317096155892799,28.785206349908176,-21.468110194015377,29038.12492543171,50.87040545864176,49.12959454135822,9.865079365079366,79,3.475531087028376,37.9746835443038,7,8.860759493670885
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2025,-4.581404207716011,16.35271004396317,-20.934114251679183,20599.915628827748,17.17469632718721,82.8253036728128,2.932,36,-0.11774219161151302,69.44444444444444,18,50.0
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,1999,0.0,19.38023876047774,-19.38023876047774,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2004,-0.7324974506894177,8.617904450471103,-9.35040190116052,5261.925263186481,34.60555879450954,65.39444120549047,7.353174603174603,82,84.67840240880362,41.46341463414634,21,25.609756097560975
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2024,47.459111371562024,23.304794786605566,24.154316584956458,82469.34590478997,74.43607370051977,25.563926299480233,13.507936507936508,128,34.0949164780365,32.8125,19,14.84375
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2020-04,0.0,12.69835537781885,-12.69835537781885,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2011-10,0.0,10.914713484379913,-10.914713484379913,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2009-03,0.0,7.561201562039321,-7.561201562039321,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2001-04,0.0,8.544006351966038,-8.544006351966038,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2003-12,-4.984982321286113,4.537343325057219,-9.522325646343333,12123.947027319497,82.75375777591208,17.24624222408792,15.681818181818182,22,102.0143657137884,13.636363636363635,3,13.636363636363635
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2024-07,-8.646067312493077,1.2109123535018584,-9.856979665994935,95556.43406079049,83.81700963060206,16.182990369397945,15.727272727272727,24,43.480389987899834,37.5,2,8.333333333333332
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2008-12,0.0,0.16650186699562752,-0.16650186699562752,0.0,0.0,100.0,0.0,0,,,0,
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,2026-04,0.0,10.50526547157251,-10.50526547157251,0.0,0.0,100.0,0.0,0,,,0,
