run_id,strategy_id,CAGR,total_return_pct,max_drawdown_pct,SPY_CAGR,SPY_total_return_pct,excess_CAGR,years_won_vs_spy,years_lost_vs_spy,months_won_vs_spy,months_lost_vs_spy,trades,calmar_ratio
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,10.866046722918089,1584.68137029931,-19.787732896758424,6.802474621020882,506.0574160210821,4.063572101897207,13,11,135,121,2351,0.5491304526704086
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,10.427723275388235,1411.5224433714332,-19.32518255937933,6.802474621020882,506.0574160210821,3.625248654367353,14,11,136,129,2387,0.5395924847461386
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,10.259259288821386,1349.6439400467852,-19.19292917065343,6.802474621020882,506.0574160210821,3.4567846678005045,13,11,136,127,2370,0.5345332751244717
