run_id,strategy_id,regime,days,strategy_return_pct,spy_return_pct,diff_pct,avg_spy_close_vs_sma50_pct,avg_spy_close_sma_50_slope_5d_pct,avg_spy_channel_r2,avg_spy_channel_slope_pct,avg_gross_exposure_value,avg_gross_exposure_pct,avg_cash_pct,avg_positions_count
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,sma50_unknown|slope_unknown,49,0.0,6.65481330962665,-6.65481330962665,,,,,0.0,0.0,100.0,0.0
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,above_sma50|slope_falling,300,41.02961220238204,445.6521373852965,-404.62252518291444,2.89418026439992,-0.3946411666112679,,,6039.43864806644,15.007842022144565,84.99215797785543,4.596666666666667
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,above_sma50|slope_flat,126,20.914977509964206,41.76870466278846,-20.853727152824252,2.7889625236714806,0.0068954553607569954,,,13924.5183559395,31.769374615310863,68.23062538468913,7.150793650793651
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,above_sma50|slope_rising,3320,11535.673374937567,17845.455139664522,-6309.781764726955,3.37007830328424,0.5735503186757595,,,29543.735840877485,56.22615457304031,43.77384542695968,10.720783132530121
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,above_sma50|slope_unknown,5,0.0,-0.9764229578471006,0.9764229578471006,3.850547669778726,,,,0.0,0.0,100.0,0.0
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,below_sma50|slope_falling,1402,-47.34788012060535,-95.12478209927227,47.77690197866691,-5.084012710490209,-0.7798654267794766,,,5745.966458531616,18.742632089223182,81.25736791077682,4.925106990014266
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,below_sma50|slope_flat,100,-7.784307245472977,-32.564835057178044,24.780527811705067,-2.5080011840060275,-0.0007386821632892121,,,12758.350793270416,35.75228498851888,64.2477150114811,7.17
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,below_sma50|slope_rising,295,-77.1400968077957,-87.13499560986467,9.994898802068974,-2.1057897255746107,0.28958974790724373,,,23043.31797441984,45.95574297449029,54.04425702550971,9.169491525423728
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,near_sma50|slope_falling,367,65.05977915151145,280.3418129507949,-215.28203379928345,-0.08181911644264755,-0.39317039186808217,,,10873.122810305027,29.701480251786816,70.2985197482132,7.566757493188011
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,near_sma50|slope_flat,168,23.633048784175003,16.23379132509386,7.3992574590811415,0.040923015544873376,0.00788346781454575,,,25557.08826132344,54.203184268420394,45.7968157315796,11.06547619047619
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,near_sma50|slope_rising,757,-66.36729895016353,-77.89211893228784,11.524819982124313,0.1686416952769804,0.3104032731326779,,,28302.832757725828,59.1891809536439,40.8108190463561,11.41347424042272
DD20ADAPT_107_HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,HYP_DD20_CAGR_DYN8055250_SL10_TOPN8_V1,sma50_unknown|slope_unknown,49,0.0,6.65481330962665,-6.65481330962665,,,,,0.0,0.0,100.0,0.0
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,above_sma50|slope_falling,300,37.24001778353132,445.6521373852965,-408.4121196017652,2.89418026439992,-0.3946411666112679,,,5575.447801305935,13.929440453012761,86.07055954698724,4.683333333333334
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,above_sma50|slope_flat,126,21.608741252828544,41.76870466278846,-20.159963409959914,2.7889625236714806,0.0068954553607569954,,,13419.541541969016,31.129901120871388,68.8700988791286,7.261904761904762
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,above_sma50|slope_rising,3320,10981.691540513113,17845.455139664522,-6863.763599151409,3.37007830328424,0.5735503186757595,,,29000.364598205335,56.11100862824376,43.88899137175624,10.687349397590362
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,above_sma50|slope_unknown,5,0.0,-0.9764229578471006,0.9764229578471006,3.850547669778726,,,,0.0,0.0,100.0,0.0
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,below_sma50|slope_falling,1402,-44.92670044059004,-95.12478209927227,50.19808165868223,-5.084012710490209,-0.7798654267794766,,,5594.624399779033,18.029565384920517,81.97043461507948,5.030670470756062
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,below_sma50|slope_flat,100,-7.205682718892281,-32.564835057178044,25.359152338285764,-2.5080011840060275,-0.0007386821632892121,,,12800.168394505123,36.08900656949955,63.91099343050045,7.34
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,below_sma50|slope_rising,295,-77.31033503255316,-87.13499560986467,9.82466057731152,-2.1057897255746107,0.28958974790724373,,,22476.52457739682,45.87325569777002,54.12674430222998,9.271186440677965
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,near_sma50|slope_falling,367,62.86036839775484,280.3418129507949,-217.4814445530401,-0.08181911644264755,-0.39317039186808217,,,10499.775641242271,28.53343999591875,71.46656000408124,7.708446866485014
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,near_sma50|slope_flat,168,23.319046244734842,16.23379132509386,7.085254919640981,0.040923015544873376,0.00788346781454575,,,25461.77093956301,53.622367622810856,46.37763237718915,11.18452380952381
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,near_sma50|slope_rising,757,-66.34313992177884,-77.89211893228784,11.548979010509,0.1686416952769804,0.3104032731326779,,,28129.635116501355,59.406822877060954,40.59317712293905,11.528401585204756
DD20ADAPT_105_HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL10P5_TOPN8_GUARD18_10_V1,sma50_unknown|slope_unknown,49,0.0,6.65481330962665,-6.65481330962665,,,,,0.0,0.0,100.0,0.0
