run_id,strategy_id,regime,days,strategy_return_pct,spy_return_pct,diff_pct,avg_spy_close_vs_sma50_pct,avg_spy_close_sma_50_slope_5d_pct,avg_spy_channel_r2,avg_spy_channel_slope_pct,avg_gross_exposure_value,avg_gross_exposure_pct,avg_cash_pct,avg_positions_count
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,above_sma50|slope_falling,300,40.50081297559927,445.6521373852965,-405.1513244096972,2.89418026439992,-0.3946411666112679,,,6037.993058972432,14.175553285263623,85.82444671473638,4.596666666666667
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,above_sma50|slope_flat,126,21.38421487760993,41.76870466278846,-20.384489785178527,2.7889625236714806,0.0068954553607569954,,,14512.623499519268,31.21471648389937,68.78528351610062,7.0
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,above_sma50|slope_rising,3320,12721.5624410939,17845.455139664522,-5123.892698570622,3.37007830328424,0.5735503186757595,,,32117.18254867399,56.55833563692835,43.44166436307165,10.668975903614458
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,above_sma50|slope_unknown,5,0.0,-0.9764229578471006,0.9764229578471006,3.850547669778726,,,,0.0,0.0,100.0,0.0
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,below_sma50|slope_falling,1402,-44.69883713648767,-95.12478209927227,50.4259449627846,-5.084012710490209,-0.7798654267794766,,,6221.638648686124,18.63305663877391,81.36694336122608,5.172610556348074
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,below_sma50|slope_flat,100,-6.13150102886546,-32.564835057178044,26.433334028312583,-2.5080011840060275,-0.0007386821632892121,,,14599.367375936046,37.622250750596564,62.37774924940343,7.58
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,below_sma50|slope_rising,295,-77.65693164308361,-87.13499560986467,9.478063966781065,-2.1057897255746107,0.28958974790724373,,,25510.942743887048,47.05170985311276,52.948290146887246,9.48135593220339
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,near_sma50|slope_falling,367,63.46579918612469,280.3418129507949,-216.87601376467023,-0.08181911644264755,-0.39317039186808217,,,11347.35362429251,28.894064652168517,71.10593534783148,7.645776566757493
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,near_sma50|slope_flat,168,20.998778852343648,16.23379132509386,4.764987527249787,0.040923015544873376,0.00788346781454575,,,28736.728626965178,54.517479326001045,45.48252067399896,11.452380952380953
DD20ADAPT_105_HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1,near_sma50|slope_rising,757,-66.41611529561204,-77.89211893228784,11.476003636675799,0.1686416952769804,0.3104032731326779,,,31317.500437871175,60.106250439440956,39.89374956055904,11.627476882430647
