ticker,signal_date,entry_date,exit_date,holding_days,entry_reason,exit_reason,entry_rank,entry_ranking_value,shares,entry_price,exit_price,notional_entry,notional_exit,entry_cost,exit_cost,max_price_since_entry,drawdown_from_peak_pct,gross_return_pct,net_return_pct
CTSH,2000-01-28,2000-01-31,2000-02-28,28,enter_or_hold,rebalance_trim,3,119.76043929611296,40.605487431265125,1.5677080154418943,2.2486979961395264,63.657548116919436,91.30947821895461,0.15277811548060663,0.21914274772549105,1.5677080154418943,43.43857236104513,43.43857236104513,42.958572361045135
SWKS,2000-01-28,2000-01-31,2000-02-28,28,enter_or_hold,rebalance_trim,5,87.90976201538383,8.886676845101173,41.875,74.421875,372.1295928886116,661.3631533315138,0.8931110229326679,1.5872715679956328,41.875,77.72388059701491,77.72388059701491,77.24388059701491
VRSN,2000-01-28,2000-01-31,2000-02-28,28,enter_or_hold,rebalance_trim,1,158.38478823240618,0.981935528477956,161.375,246.0625,158.45984590813015,241.61751097610704,0.38030363017951235,0.5798820263426568,161.375,52.478698683191325,52.478698683191325,51.99869868319133
BIIB,2000-01-28,2000-01-31,2000-04-03,63,enter_or_hold,left_top_n,5,134.9648636374304,43.26047158385951,42.27276529581702,31.375,1828.7397618508546,1357.2972959435922,4.388975428442051,3.257513510264621,42.0625,-25.40861812778603,-25.77963665153312,-26.25963665153312
SWKS,2000-01-28,2000-01-31,2000-04-03,63,enter_or_hold,left_top_n,5,87.90976201538383,30.819024496554476,41.875,46.1875,1290.5466507932188,1423.4536939346099,3.0973119619037246,3.416288865443063,41.875,10.298507462686569,10.298507462686569,9.818507462686568
VRSN,2000-01-28,2000-01-31,2000-04-03,63,enter_or_hold,left_top_n,1,158.38478823240618,9.32124801099117,161.375,116.625,1504.2163977737002,1087.0905492818451,3.6101193546568804,2.609017318276428,161.375,-27.73044151820294,-27.73044151820294,-28.21044151820294
CTSH,2000-01-28,2000-01-31,2000-04-03,63,enter_or_hold,rebalance_trim,3,119.76043929611296,1019.9722651250149,1.5677080154418943,2.25,1599.0186955649108,2294.937596531284,3.837644869355786,5.50785023167508,1.5677080154418943,43.521623786926035,43.521623786926035,43.04162378692604
GLW,2000-01-28,2000-01-31,2000-04-03,63,enter_or_hold,rebalance_trim,6,119.81206951778636,34.18265954687074,51.87554246115584,60.3125,1773.2440067589268,2061.6416539206416,4.2557856162214245,4.947939969409539,51.41666793823242,17.301455770051575,16.263844460347986,15.783844460347986
REGN,2000-02-25,2000-02-28,2000-04-03,35,enter_or_hold,rebalance_trim,1,380.0553406911298,15.798286878547424,45.125,28.5,712.8976953944525,450.2511760386016,1.7109544689466858,1.0806028224926438,45.125,-36.8421052631579,-36.8421052631579,-37.322105263157894
TECH,2000-01-28,2000-01-31,2000-04-04,64,enter_or_hold,portfolio_guard_crisis,6,78.68751320429965,213.24905730588605,7.796875,8.585938453674316,1662.6762436818303,1830.943281332405,3.9904229848363926,4.394263875197772,7.796875,10.120252712456157,10.120252712456157,9.640252712456157
AMD,2016-11-25,2016-11-28,2016-11-29,1,enter_or_hold,portfolio_guard_crisis,2,92.07346223551949,197.34445298336,8.829999923706055,8.930000305175781,1742.5515047868817,1762.2860253661522,4.182123611488516,4.229486460878765,8.829999923706055,1.1325071611977489,1.1325071611977489,0.6525071611977489
COHR,2016-11-25,2016-11-28,2016-11-29,1,enter_or_hold,portfolio_guard_crisis,6,46.31741902587818,55.85100840307512,31.200000762939453,31.25,1742.5515047868817,1745.3440125960974,4.182123611488516,4.1888256302306335,31.200000762939453,0.1602539610189302,0.1602539610189302,-0.3197460389810698
FCX,2016-11-25,2016-11-28,2016-11-29,1,enter_or_hold,portfolio_guard_crisis,4,60.45049622431389,110.42785388303548,15.779999732971191,14.970000267028809,1742.5515047868817,1653.1050021164594,4.182123611488516,3.9674520050795024,15.779999732971191,-5.133076550375004,-5.133076550375004,-5.613076550375004
NVDA,2016-11-25,2016-11-28,2016-11-29,1,enter_or_hold,portfolio_guard_crisis,1,95.96176193521384,740.644547091216,2.352750062942505,2.331249952316284,1742.5515047868817,1726.6275650897132,4.182123611488516,4.143906156215311,2.352750062942505,-0.9138289257691556,-0.9138289257691556,-1.3938289257691556
STLD,2016-11-25,2016-11-28,2016-11-29,1,enter_or_hold,portfolio_guard_crisis,5,53.12746407546462,49.11362816429866,35.47999954223633,35.22999954223633,1742.5515047868817,1730.273097745807,4.182123611488516,4.152655434589937,35.47999954223633,-0.7046223315262279,-0.7046223315262279,-1.1846223315262279
TPL,2016-11-25,2016-11-28,2016-11-29,1,enter_or_hold,portfolio_guard_crisis,3,65.98150064866869,54.228784702768465,32.133331298828125,32.209999084472656,1742.5515047868817,1746.709105628237,4.182123611488516,4.1921018535077685,32.133331298828125,0.23859270902089058,0.23859270902089058,-0.2414072909791094
