run_id;strategy_id;year;strategy_return_pct;spy_return_pct;excess_return_pct;winner
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;1999;0,0;19,380238760477518;-19,380238760477518;spy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2000;52,99057127540803;-9,79802320584444;62,788594481252474;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2001;-13,922362339633532;-11,26637317670427;-2,655989162929261;spy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2002;-21,623903303991177;-23,63022220273361;2,006318898742432;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2003;107,81062366898202;22,191719723505443;85,61890394547657;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2004;38,55954143216431;8,66672579224328;29,89281563992103;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2005;28,854820695351012;3,499583522588412;25,3552371727626;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2006;15,070475528764327;11,775847299380949;3,2946282293833775;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2007;46,58300350496021;3,423648414691982;43,15935509026823;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2008;-37,613358777420615;-37,735456824562995;0,12209804714238004;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2009;13,259513591576354;19,879521879234098;-6,620008287657743;spy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2010;33,46901652324716;10,959144064481974;22,509872458765187;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2011;-0,5223173093328204;-1,2199945017918434;0,697677192459023;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2012;21,007706521082593;11,694120519301453;9,31358600178114;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2013;31,107135101962168;26,448038839187028;4,65909626277514;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2014;21,4454567428078;12,366059120717686;9,079397622090113;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2015;4,854753284701041;-0,7593815967543827;5,614134881455424;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2016;22,629037301704734;11,197887786494176;11,431149515210558;strategy
DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;2017;15,200466035049786;18,478058445821468;-3,277592410771682;spy
