2008_2009_max_dd,2008_2009_return,2025_max_dd,2025_return,cagr,calmar,cost_multiplier,dd_guard_activation_count,delayed_execution_count,execution_timing_mode,exposure_avg,final_equity,label,max_drawdown,metric_no_effect,metric_warning,next_open_available,notes,params,position_stop_count,q4_2018_max_dd,q4_2018_return,reentry_count,robust_score,run_dir,run_id,scenario,slippage_bps_per_side,slippage_multiplier,status,strategy_id,strict_next_close_enabled,total_return,trades,variant_kind,worst_year
-31.277936263104422,-25.694745508660787,-23.570965941406683,1.4491155399518396,11.632236888959092,0.37103721119513466,1.0,119,241,strict_next_close,19770.32725113788,203427.04253460516,longrun,-31.3505937894771,False,False,True,,"(12, 22, 0.75, 0.36, 7, 18)",99,-24.801657599638794,-23.947869896931607,23,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_010804_518511,STRICT_EXEC_longrun_strict_slip5_20260604_010804_518511,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR36_REDD_DD7_SL18,True,1934.2704253460518,6067,strict,-27.371148309318816
-31.453826879247217,-25.933949266505294,-23.641831588873472,1.2739661428245563,11.359066506533932,0.36026907175688844,1.0,111,233,strict_next_close,18999.90370984425,190228.99195779365,longrun,-31.529396767644524,False,False,True,,"(12, 22, 0.75, 0.36, 7, 18)",99,-24.86091549072459,-24.012325476448282,23,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_010834_166558,STRICT_EXEC_longrun_strict_slip10_20260604_010834_166558,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR36_REDD_DD7_SL18,True,1802.2899195779366,6092,strict,-27.515761683022987
-31.497946254798915,-25.701401483928098,-22.571995996926464,2.210520116690584,12.891019415481232,0.40836700170681506,1.0,125,225,strict_next_close,22824.671699545903,276525.7980055454,longrun,-31.567240647755057,False,False,True,,"(12, 22, 0.75, 0.36, 7, 20)",77,-24.812377330380684,-23.788133725166016,23,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_010902_188929,STRICT_EXEC_longrun_strict_base_20260604_010902_188929,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR36_REDD_DD7_SL20,True,2665.257980055454,5863,strict,-27.54727482513697
-31.67289870378194,-25.938964366189442,-22.629742565957798,2.029778610344102,12.772810611907515,0.4023546081400887,1.0,134,233,strict_next_close,22468.596783603538,268706.82451381686,longrun,-31.74515801111535,False,False,True,,"(12, 22, 0.75, 0.36, 7, 20)",77,-24.870495700421735,-23.85357391750024,22,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_010930_453371,STRICT_EXEC_longrun_strict_slip5_20260604_010930_453371,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR36_REDD_DD7_SL20,True,2587.0682451381685,5950,strict,-27.69105732262471
-31.847683697838768,-26.17607869565004,-22.68746783431088,1.8492271162395824,12.705315665343786,0.3980007863787749,1.0,128,228,strict_next_close,22358.89975170365,264338.3388689181,longrun,-31.922840607787684,False,False,True,,"(12, 22, 0.75, 0.36, 7, 20)",78,-24.928593088300843,-23.918986233286653,22,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_010956_464512,STRICT_EXEC_longrun_strict_slip10_20260604_010956_464512,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR36_REDD_DD7_SL20,True,2543.3833886891807,6000,strict,-27.834815313108287
-31.689428486046555,-25.857665768355353,-22.66583317412495,2.1288623114020355,12.801148310804944,0.4016205815909885,1.0,132,235,strict_next_close,22629.04920165288,270561.58855573664,longrun,-31.87373580331515,False,False,True,,"(12, 22, 0.75, 0.36, 8, 20)",77,-24.81237733038074,-23.788133725166073,26,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_011022_103183,STRICT_EXEC_longrun_strict_base_20260604_011022_103183,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR36_REDD_DD8_SL20,True,2605.6158855573663,5898,strict,-27.699656881869927
-31.864342665085267,-26.095225367035056,-22.723761071687896,1.9481750258692143,12.704095292231088,0.3963834271546649,1.0,138,242,strict_next_close,22394.686442043287,264259.9857766128,longrun,-32.05001627697738,False,False,True,,"(12, 22, 0.75, 0.36, 8, 20)",78,-24.870495700421678,-23.85357391750018,26,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_011049_586969,STRICT_EXEC_longrun_strict_slip5_20260604_011049_586969,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR36_REDD_DD8_SL20,True,2542.599857766128,6022,strict,-27.843621591489697
-32.03901421794362,-26.33185445944688,-22.781672436371213,1.7676738092267774,12.395846497936658,0.38466059495974014,1.0,122,226,strict_next_close,21250.171163159135,245169.51144606277,longrun,-32.22541289739868,False,False,True,,"(12, 22, 0.75, 0.36, 8, 20)",78,-24.928593088300843,-23.918986233286653,26,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_011115_926975,STRICT_EXEC_longrun_strict_slip10_20260604_011115_926975,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR36_REDD_DD8_SL20,True,2351.695114460628,6064,strict,-27.987090978848094
-31.28755584160472,-25.655992240770708,-25.30195174543791,0.1176034018097738,13.790531270190765,0.43871515814349205,1.0,78,196,strict_next_close,29500.57381486039,343638.63648211554,longrun,-31.433906520458656,False,False,True,,"(12, 23, 0.75, 0.36, 7, 18)",96,-24.742378287401955,-23.883388181370535,22,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_011142_314310,STRICT_EXEC_longrun_strict_base_20260604_011142_314310,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C23_E75_CR36_REDD_DD7_SL18,True,3336.3863648211554,5496,strict,-27.422644722748213
-31.447865585557444,-25.876308419362847,-25.36070708062097,-0.05401974287629896,12.465785981605704,0.39451394074666174,1.0,112,232,strict_next_close,22283.2126299837,249380.81793761317,longrun,-31.59783392701614,False,False,True,,"(12, 23, 0.75, 0.36, 7, 18)",98,-24.801657599638837,-23.94786989693163,22,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_011209_016086,STRICT_EXEC_longrun_strict_slip5_20260604_011209_016086,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C23_E75_CR36_REDD_DD7_SL18,True,2393.8081793761316,5808,strict,-27.548614974417738
-31.56082289661232,-26.049561445707226,-25.419457287680224,-0.22547410532042234,11.722639518707734,0.36855972750822114,1.0,115,236,strict_next_close,19304.36733203864,207985.89558461268,longrun,-31.80662086431092,False,False,True,,"(12, 23, 0.75, 0.36, 7, 18)",98,-24.860915490724565,-24.01232547644827,23,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_011234_952140,STRICT_EXEC_longrun_strict_slip10_20260604_011234_952140,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C23_E75_CR36_REDD_DD7_SL18,True,1979.8589558461267,6161,strict,-27.628904758246108
-32.33074992257432,-26.786384710103405,-25.626817429013904,-2.9578378066783317,13.749723834384131,0.4244200413161147,1.0,86,203,strict_next_close,30202.43408061263,340280.54795051186,longrun,-32.396499919623544,False,False,True,,"(13, 22, 0.75, 0.36, 7, 18)",97,-25.266327077482153,-24.413317320238047,20,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_011301_212488,STRICT_EXEC_longrun_strict_base_20260604_011301_212488,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R13_C22_E75_CR36_REDD_DD7_SL18,True,3302.8054795051185,5619,strict,-28.52617543520568
-32.50383783736995,-27.0219590999639,-25.67939774715692,-3.1460261128748224,11.557057316881082,0.3548136966658247,1.0,123,239,strict_next_close,19915.383107923266,199709.328741344,longrun,-32.57218485498856,False,False,True,,"(13, 22, 0.75, 0.36, 7, 18)",97,-25.32562477530611,-24.477786096432762,19,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_011327_185841,STRICT_EXEC_longrun_strict_slip5_20260604_011327_185841,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R13_C22_E75_CR36_REDD_DD7_SL18,True,1897.09328741344,6001,strict,-28.668418599885438
-32.67659010002417,-27.256911130813265,-23.64183158887345,1.2739661428245785,11.63555697943286,0.3553112222804197,1.0,113,229,strict_next_close,19788.71121051949,203592.75268838942,longrun,-32.747507677226736,False,False,True,,"(13, 22, 0.75, 0.36, 7, 18)",97,-25.384900383544206,-24.54222803981956,19,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_011352_858211,STRICT_EXEC_longrun_strict_slip10_20260604_011352_858211,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R13_C22_E75_CR36_REDD_DD7_SL18,True,1935.9275268838942,6153,strict,-28.810469340676057
-33.099891926683775,-26.38716477915145,-24.08542606562384,2.2125976980026607,13.264743801266565,0.39993054180015675,1.0,92,223,strict_next_close,27798.662552302736,302714.6615035371,longrun,-33.16761891092301,False,False,True,,"(11, 22, 0.75, 0.45, 7, 18)",97,-25.93042453319501,-24.856686900655724,34,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_011418_777049,STRICT_EXEC_longrun_strict_base_20260604_011418_777049,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R11_C22_E75_CR45_REDD_DD7_SL18,True,2927.146615035371,5766,strict,-28.51442486773983
-33.2888105105122,-26.655297772668916,-24.15230201357459,2.041486346738486,13.031417047111749,0.39063749098713474,1.0,94,225,strict_next_close,26685.85207064322,286097.4302583264,longrun,-33.3593609107553,False,False,True,,"(11, 22, 0.75, 0.45, 7, 18)",97,-25.994649858783347,-24.92741523039934,34,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_011445_663799,STRICT_EXEC_longrun_strict_slip5_20260604_011445_663799,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R11_C22_E75_CR45_REDD_DD7_SL18,True,2760.974302583264,5955,strict,-28.665352207297957
-33.47748025362362,-26.92278800252246,-24.21916406284419,1.8705322205862407,12.863047687154271,0.38339045774454783,1.0,100,230,strict_next_close,25711.88794028576,274656.0343043399,longrun,-33.550776831605155,False,False,True,,"(11, 22, 0.75, 0.45, 7, 18)",98,-26.058848291558924,-24.998110773713535,32,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_011512_363214,STRICT_EXEC_longrun_strict_slip10_20260604_011512_363214,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R11_C22_E75_CR45_REDD_DD7_SL18,True,2646.560343043399,6052,strict,-28.816220546360903
-33.09989192668377,-26.387164779151462,-24.085426065623828,2.2125976980026385,14.341094462088178,0.4323823938222247,1.0,85,205,strict_next_close,33255.05881869107,392187.1488279206,longrun,-33.167618910923004,False,False,True,,"(12, 22, 0.75, 0.45, 7, 18)",97,-25.93042453319502,-24.856686900655735,23,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_011539_487160,STRICT_EXEC_longrun_strict_base_20260604_011539_487160,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR45_REDD_DD7_SL18,True,3821.8714882792065,5445,strict,-28.51442486773983
-33.288810510512214,-26.655297772668995,-24.152302013574566,2.0414863467384636,14.003091663733302,0.41976498594188,1.0,89,212,strict_next_close,31838.717274831928,361653.25649814215,longrun,-33.359360910755306,False,False,True,,"(12, 22, 0.75, 0.45, 7, 18)",98,-25.99464985878338,-24.927415230399387,25,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_011605_617416,STRICT_EXEC_longrun_strict_slip5_20260604_011605_617416,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR45_REDD_DD7_SL18,True,3516.5325649814213,5542,strict,-28.66535220729798
-33.47725552198539,-26.92255667356116,-24.2191640628442,1.8705322205862407,13.313174859465015,0.39680866388305996,1.0,95,218,strict_next_close,27738.973980140294,306278.5462291648,longrun,-33.55061537514318,False,False,True,,"(12, 22, 0.75, 0.45, 7, 18)",98,-26.0588482915589,-24.99811077371352,25,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_011632_518690,STRICT_EXEC_longrun_strict_slip10_20260604_011632_518690,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR45_REDD_DD7_SL18,True,2962.785462291648,5741,strict,-28.815995211139345
-33.58945414399046,-26.699895660441886,-23.258555947652017,2.222784514601539,14.564356480349815,0.43273282639651256,1.0,81,181,strict_next_close,34092.15465044965,413702.1208952827,longrun,-33.65669436643226,False,False,True,,"(12, 22, 0.75, 0.45, 7, 20)",75,-26.125469668306213,-24.845165161787865,25,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_011658_196337,STRICT_EXEC_longrun_strict_base_20260604_011658_196337,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR45_REDD_DD7_SL20,True,4037.0212089528272,5613,strict,-28.917660114527322
-33.77689391929031,-26.965282152619142,-23.329149342614606,2.047854381774661,14.44262496839488,0.4267038252719042,1.0,78,177,strict_next_close,33437.00597916816,401834.1430315854,longrun,-33.84695452212492,False,False,True,,"(12, 22, 0.75, 0.45, 7, 20)",75,-26.187946805486074,-24.9167945768342,24,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_011723_745829,STRICT_EXEC_longrun_strict_slip5_20260604_011723_745829,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR45_REDD_DD7_SL20,True,3918.3414303158534,5725,strict,-29.067489065373675
-33.963931485961204,-27.229879300754444,-23.399723886883773,1.8730984788245975,13.044919061781046,0.383259453301881,1.0,127,225,strict_next_close,24531.573311067776,287034.5768302303,longrun,-34.036783566316856,False,False,True,,"(12, 22, 0.75, 0.45, 7, 20)",77,-26.250397888623,-24.988389319855276,21,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_011749_962865,STRICT_EXEC_longrun_strict_slip10_20260604_011749_962865,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR45_REDD_DD7_SL20,True,2770.3457683023034,5882,strict,-29.21710291688655
-33.766921214703174,-26.861106136878888,-23.35156106352353,2.1411169110671535,14.55017755745156,0.42838791477454385,1.0,81,185,strict_next_close,34410.399065115955,412302.59001446416,longrun,-33.964958057019814,False,False,True,,"(12, 22, 0.75, 0.45, 8, 20)",75,-26.125469668306188,-24.845165161787854,29,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_011817_277860,STRICT_EXEC_longrun_strict_base_20260604_011817_277860,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR45_REDD_DD8_SL20,True,4023.025900144641,5587,strict,-29.073993014493084
-33.95419880077418,-27.125955634436284,-23.42231794578239,1.9662363402680683,13.335858147157564,0.39047435769304556,1.0,117,217,strict_next_close,26266.51213959049,307961.60399252863,longrun,-34.15296775426408,False,False,True,,"(12, 22, 0.75, 0.45, 8, 20)",75,-26.187946805486096,-24.91679457683422,25,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_011842_236298,STRICT_EXEC_longrun_strict_slip5_20260604_011842_236298,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR45_REDD_DD8_SL20,True,2979.6160399252863,5932,strict,-29.223537775381903
-34.14107307776095,-27.390017030573443,-23.493060611562232,1.7915260573952096,14.255324351523836,0.4151160599611251,1.0,98,201,strict_next_close,32963.620749398855,384211.8669158411,longrun,-34.34057538717924,False,False,True,,"(12, 22, 0.75, 0.45, 8, 20)",75,-26.250397888623024,-24.988389319855276,28,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_011910_992527,STRICT_EXEC_longrun_strict_slip10_20260604_011910_992527,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C22_E75_CR45_REDD_DD8_SL20,True,3742.118669158411,5555,strict,-29.37286756781723
-33.279383291376796,-26.58250440819039,-25.30195174543791,1.2518795882837663,14.464497042060366,0.4337154918620638,1.0,92,213,strict_next_close,34348.115056974224,403942.06184039137,longrun,-33.35019687666717,False,False,True,,"(12, 23, 0.75, 0.45, 7, 18)",97,-25.930424533194994,-24.8566869006557,24,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_011936_940295,STRICT_EXEC_longrun_strict_base_20260604_011936_940295,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C23_E75_CR45_REDD_DD7_SL18,True,3939.4206184039135,5134,strict,-28.70411958179441
-33.47769056375702,-26.86295935639936,-25.36070708062096,1.0829935056518636,13.740997818737721,0.40959165785880114,1.0,89,212,strict_next_close,30108.195465483303,339566.5890896757,longrun,-33.54804121395135,False,False,True,,"(12, 23, 0.75, 0.45, 7, 18)",98,-25.99464985878338,-24.927415230399376,25,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_012003_811436,STRICT_EXEC_longrun_strict_slip5_20260604_012003_811436,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C23_E75_CR45_REDD_DD7_SL18,True,3295.665890896757,5450,strict,-28.867322703947686
-33.55694537693397,-27.010098624880175,-25.419457287680235,0.9142615120297126,13.42601908404295,0.39922486805188556,1.0,88,210,strict_next_close,28646.357714553185,314739.9063223378,longrun,-33.630217349832094,False,False,True,,"(12, 23, 0.75, 0.45, 7, 18)",98,-26.058848291558924,-24.998110773713556,24,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_012031_580907,STRICT_EXEC_longrun_strict_slip10_20260604_012031_580907,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R12_C23_E75_CR45_REDD_DD7_SL18,True,3047.399063223378,5542,strict,-28.901268948126546
-34.20763220597579,-27.60762236191058,-26.541430161300273,-1.7715694171775653,13.609837560821614,0.39711702886209205,1.0,89,207,strict_next_close,29326.522576522115,329007.44004300813,longrun,-34.27160401511752,False,False,True,,"(13, 22, 0.75, 0.45, 7, 18)",97,-26.446102062785183,-25.379839866230057,21,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_012058_907654,STRICT_EXEC_longrun_strict_base_20260604_012058_907654,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R13_C22_E75_CR45_REDD_DD7_SL18,True,3190.0744004300814,5630,strict,-29.69961372734995
-34.393354790119034,-27.87132279756711,-26.59709268493893,-1.957666734787089,13.899744978669215,0.4033610600772728,1.0,91,209,strict_next_close,31614.77051452951,352783.7742482786,longrun,-34.459808728205964,False,False,True,,"(13, 22, 0.75, 0.45, 7, 18)",97,-26.510304500361904,-25.450506151770224,21,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_012124_588355,STRICT_EXEC_longrun_strict_slip5_20260604_012124_588355,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R13_C22_E75_CR45_REDD_DD7_SL18,True,3427.837742482786,5484,strict,-29.848051355620363
-34.57871533094827,-28.134211149194364,-26.652742725767286,-2.407106503540557,12.360856201749515,0.35675884580115086,1.0,114,229,strict_next_close,22450.311596373227,243088.41876775437,longrun,-34.64765162021847,False,False,True,,"(13, 22, 0.75, 0.45, 7, 18)",97,-26.574479360342128,-25.521138930686305,18,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_012152_282409,STRICT_EXEC_longrun_strict_slip10_20260604_012152_282409,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R13_C22_E75_CR45_REDD_DD7_SL18,True,2330.8841876775437,5668,strict,-29.99625568646318
-31.280895949326847,-25.090051907737767,-23.760234245256573,1.888105102517601,13.537593914021606,0.43093522097963666,1.0,100,235,strict_next_close,29090.81579289957,323327.2726644816,longrun,-31.41445223077115,False,False,True,,"(10, 22, 0.75, 0.4, 7, 18)",97,-24.098198755474044,-23.105758549403475,38,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_012220_814826,STRICT_EXEC_longrun_strict_base_20260604_012220_814826,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R10_C22_E75_CR40_REDD_DD7_SL18,True,3133.272726644816,5828,strict,-27.04407107614688
-31.46333356203035,-25.34363924789451,-23.82933752903684,1.7152753139973775,13.41578539075825,0.4251110222896747,1.0,97,231,strict_next_close,28623.213562230445,313963.3649871099,longrun,-31.55830991748929,False,False,True,,"(10, 22, 0.75, 0.4, 7, 18)",97,-24.18868201326976,-23.202645439256198,37,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip5_20260604_012246_354153,STRICT_EXEC_longrun_strict_slip5_20260604_012246_354153,slip5,5,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R10_C22_E75_CR40_REDD_DD7_SL18,True,3039.633649871099,5969,strict,-27.191631085441337
-31.64533915591743,-25.596455999773525,-23.898423799527123,1.54261220448344,13.185852050919866,0.4145272907513078,1.0,106,239,strict_next_close,27312.32880589096,296994.66778679314,longrun,-31.8093702033978,False,False,True,,"(10, 22, 0.75, 0.4, 7, 18)",97,-24.27911736507876,-23.299474179109648,36,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_slip10_20260604_012312_893371,STRICT_EXEC_longrun_strict_slip10_20260604_012312_893371,slip10,10,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R10_C22_E75_CR40_REDD_DD7_SL18,True,2869.9466778679316,5939,strict,-27.33892547748852
-29.94407361996635,-24.404994328046204,-22.66583317412495,2.1257853175820296,11.934052421554608,0.39604179401670875,1.0,120,229,strict_next_close,20591.63291766213,219034.59790433134,longrun,-30.13331573043808,False,False,True,,"(11, 21, 0.75, 0.33, 8, 20)",75,-24.37467988440557,-23.435789912958782,34,-1000000000.0,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\STRICT_EXEC_longrun_strict_base_20260604_012339_664273,STRICT_EXEC_longrun_strict_base_20260604_012339_664273,base,0,1.0,completed,HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_CLOSE_R11_C21_E75_CR33_REDD_DD8_SL20,True,2090.3459790433135,6133,strict,-26.14136323538847
