2008_2009_max_dd,2025_max_dd,cagr,calmar,max_drawdown,portfolio,q4_2018_max_dd,worst_year
-32.34525501872062,-23.43652869492606,14.631473759036195,0.45053451924697624,-32.47581069590684,A_100_best_robust,-25.73129054531624,-28.097482354296233
-32.366386857965736,-23.27012789884969,14.618285153658839,0.4500510937473153,-32.481390128264835,B_75_robust_25_defensive,-25.647532215407175,-28.112150466237672
-32.38766865610908,-23.103473377720952,14.604360177091724,0.4495429939144334,-32.48712664816112,C_50_robust_50_defensive,-25.563726646664886,-28.12698285517299
