year;strategy_return_pct;spy_return_pct;excess_return_pct;winner
1999;0,0;19,380238760477518;-19,380238760477518;spy
2000;15,43472655001661;-9,79802320584444;25,23274975586105;strategy
2001;-9,992835526197064;-11,26637317670427;1,2735376505072065;strategy
2002;-20,451655098907406;-23,63022220273361;3,1785671038262038;strategy
2003;22,275331271975517;22,191719723505443;0,08361154847007413;strategy
2004;9,091880911694194;8,66672579224328;0,42515511945091333;strategy
2005;5,760387130322964;3,499583522588412;2,2608036077345517;strategy
2006;4,826348802337366;11,775847299380949;-6,949498497043583;spy
2007;7,884800339901088;3,423648414691982;4,461151925209106;strategy
2008;-44,363270468685414;-37,735456824562995;-6,627813644122419;spy
2009;-2,8199419762548916;19,879521879234098;-22,69946385548899;spy
2010;8,636137025303281;10,959144064481974;-2,323007039178693;spy
2011;2,1509394283561134;-1,2199945017918434;3,370933930147957;strategy
2012;8,391921921926858;11,694120519301453;-3,302198597374595;spy
2013;22,031377924877525;26,448038839187028;-4,416660914309503;spy
2014;10,11338514891056;12,366059120717686;-2,252673971807127;spy
2015;6,719689032982212;-0,7593815967543827;7,479070629736595;strategy
2016;-5,48340258042569;11,197887786494176;-16,681290366919868;spy
2017;9,852747138614015;18,478058445821468;-8,625311307207452;spy
2018;-5,286665492063269;-7,013428438904956;1,7267629468416867;strategy
2019;5,307657108648667;28,651368924082753;-23,343711815434087;spy
2020;24,319500885944144;15,086037646519523;9,233463239424621;strategy
2021;29,328846973406343;28,788736259166804;0,5401107142395389;strategy
2022;-11,149211118904745;-19,94515511159379;8,795943992689047;strategy
2023;-7,715204655937791;24,812244214345846;-32,527448870283635;spy
2024;24,66477962115261;23,998735778721247;0,6660438424313639;strategy
2025;7,371952426813255;16,639293552326606;-9,26734112551335;spy
2026;6,1326704871822235;9,144141765739233;-3,0114712785570097;spy
