year;strategy_return_pct;spy_return_pct;excess_return_pct;winner
1999;0,0;19,380238760477518;-19,380238760477518;spy
2000;25,507348097672278;-9,79802320584444;35,30537130351672;strategy
2001;4,759175568733465;-11,26637317670427;16,025548745437735;strategy
2002;6,173809400924912;-23,63022220273361;29,804031603658522;strategy
2003;53,346486771878496;22,191719723505443;31,154767048373053;strategy
2004;18,077178366464608;8,66672579224328;9,410452574221328;strategy
2005;18,742677090792583;3,499583522588412;15,24309356820417;strategy
2006;13,930997797775735;11,775847299380949;2,155150498394786;strategy
2007;14,07871215319223;3,423648414691982;10,655063738500248;strategy
2008;-52,726707297237226;-37,735456824562995;-14,991250472674231;spy
2009;61,743259400010956;19,879521879234098;41,86373752077686;strategy
2010;21,73302819398517;10,959144064481974;10,773884129503196;strategy
2011;-1,9127285756183832;-1,2199945017918434;-0,6927340738265397;spy
2012;21,95390459616815;11,694120519301453;10,259784076866698;strategy
2013;40,56423963845772;26,448038839187028;14,116200799270693;strategy
2014;3,8590545274778343;12,366059120717686;-8,507004593239852;spy
2015;0,1438321646811236;-0,7593815967543827;0,9032137614355062;strategy
2016;23,894307585629647;11,197887786494176;12,696419799135471;strategy
2017;36,8363461861275;18,478058445821468;18,358287740306032;strategy
2018;-2,1768882322091287;-7,013428438904956;4,836540206695828;strategy
2019;30,22633546935769;28,651368924082753;1,5749665452749362;strategy
2020;30,95652931635955;15,086037646519523;15,870491669840026;strategy
2021;13,477071198445367;28,788736259166804;-15,311665060721436;spy
2022;-21,578641206673232;-19,94515511159379;-1,6334860950794408;spy
2023;25,615936580661437;24,812244214345846;0,803692366315591;strategy
2024;33,68955809729024;23,998735778721247;9,69082231856899;strategy
2025;5,269258302747337;16,639293552326606;-11,370035249579269;spy
2026;17,01824132153429;9,144141765739233;7,874099555795057;strategy
