run_id,strategy_id,year,month,period,strategy_return_pct,spy_return_pct,diff_pct,mark
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,1,1999-01,"0,0","3,759207518415031","-3,759207518415031",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,2,1999-02,"0,0","-2,6348190100960234","2,6348190100960234",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,3,1999-03,"0,0","3,60655737704918","-3,60655737704918",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,4,1999-04,"0,0","3,020053152935498","-3,020053152935498",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,5,1999-05,"0,0","-4,041916167664661","4,041916167664661",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,6,1999-06,"0,0","5,587668593448947","-5,587668593448947",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,7,1999-07,"0,0","-3,8261263300882975","3,8261263300882975",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,8,1999-08,"0,0","-0,7515265382809111","0,7515265382809111",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,9,1999-09,"0,0","-3,693314633006073","3,693314633006073",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,10,1999-10,"0,0","6,640720019459989","-6,640720019459989",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,11,1999-11,"0,0","2,7431996311664486","-2,7431996311664486",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,1999,12,1999-12,"0,0","4,607166703761401","-4,607166703761401",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,1,2000-01,"-0,23942537909017458","-4,0395358831113","3,800110504021126",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,2,2000-02,"30,633571541545802","-2,4833702882483433","33,11694182979414",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,3,2000-03,"-3,2413009987550034","8,623024830699787","-11,86432582945479",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,4,2000-04,"10,224995540362869","-4,070247933884308","14,295243474247176",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,5,2000-05,"-3,7251997316733454","-2,8899277518062094","-0,835271979867136",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,6,2000-06,"10,065608474071608","-0,021505376344077565","10,087113850415685",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,7,2000-07,"-8,297740839498168","-2,906853384256314","-5,390887455241854",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,8,2000-08,"17,276319365598567","5,886185925282361","11,390133440316205",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,9,2000-09,"-8,69221890451235","-5,819672131147547","-2,872546773364803",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,10,2000-10,"-4,211840926416521","-0,6191614164675285","-3,5926795099489923",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,11,2000-11,"-8,453154563962261","-7,150690940995819","-1,3024636229664424",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2000,12,2000-12,"0,0","-0,7799574568659873","0,7799574568659873",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2001,1,2001-01,"0,0","6,371667557466032","-6,371667557466032",spy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2001,2,2001-02,"0,0","-10,135573457471613","10,135573457471613",strategy
HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,HYP_DD20_CTRL_TOPN_DYNAMIC_12_8_V1,2001,3,2001-03,"0,0","-6,348311500467418","6,348311500467418",strategy
