ticker;signal_date;entry_date;exit_date;holding_days;entry_reason;exit_reason;entry_rank;entry_ranking_value;shares;entry_price;exit_price;notional_entry;notional_exit;entry_cost;exit_cost;max_price_since_entry;drawdown_from_peak_pct;gross_return_pct;net_return_pct
AAPL;2000-01-28;2000-01-31;2000-02-28;28;enter_or_hold;left_top_n;11;60,66429588228674;717,9558655489211;0,9263389706611632;1,011160969734192;665,0704974727321;725,9689492347982;1,5961691939345568;1,7423254781635156;0,9263389706611632;9,156691206944267;9,156691206944267;8,676691206944266
CCI;2000-01-28;2000-01-31;2000-02-28;28;enter_or_hold;left_top_n;12;58,673501194505874;21,681823985962485;30,674102783203125;30,43161964416504;665,0704974727321;659,8130207325447;1,5961691939345568;1,5835512497581072;30,674102783203125;-0,7905142026545797;-0,7905142026545797;-1,2705142026545797
TRMB;2000-01-28;2000-01-31;2000-02-28;28;enter_or_hold;left_top_n;13;53,8034585647309;210,02224127635571;3,166666984558105;3,75;665,0704974727321;787,583404786334;1,5961691939345568;1,8902001714872014;3,166666984558105;18,421040743673167;18,421040743673167;17,941040743673167
REGN;2000-01-28;2000-01-31;2000-02-28;28;enter_or_hold;rebalance_trim;15;51,11143239238083;32,731455818528886;12,3125;45,125;403,00604976563693;1477,006943811116;0,9672145194375286;3,5448166651466777;12,3125;266,497461928934;266,497461928934;266,017461928934
SWKS;2000-01-28;2000-01-31;2000-02-28;28;enter_or_hold;rebalance_trim;5;87,90976201538383;2,9766724817109136;41,875;74,421875;124,6481601716445;221,5295473498294;0,2991555844119468;0,5316709136395905;41,875;77,72388059701491;77,72388059701491;77,24388059701491
VRSN;2000-01-28;2000-01-31;2000-02-28;28;enter_or_hold;rebalance_trim;1;158,38478823240618;0,21795800013275685;161,375;246,0625;35,17297227142364;53,631290407666484;0,08441513345141673;0,12871509697839956;161,375;52,478698683191325;52,478698683191325;51,99869868319133
BIIB;2000-01-28;2000-01-31;2000-04-03;63;enter_or_hold;left_top_n;5;134,9648636374304;21,562021466645916;42,712575313869564;31,375;920,9694658133859;676,5084235160156;2,210326717952126;1,6236202164384372;42,0625;-25,40861812778603;-26,5438813524036;-27,0238813524036
SWKS;2000-01-28;2000-01-31;2000-04-03;63;enter_or_hold;left_top_n;5;87,90976201538383;12,905608054951346;41,875;46,1875;540,4223373010876;596,0777720380653;1,29701360952261;1,4305866528913567;41,875;10,298507462686569;10,298507462686569;9,818507462686568
TECH;2000-01-28;2000-01-31;2000-04-03;63;enter_or_hold;left_top_n;10;103,21167206699435;93,47647597728977;8,013170560997931;7,5;749,0429454470486;701,0735698296733;1,7977030690729165;1,6825765675912157;7,796875;-3,8076152304609256;-6,404088832149146;-6,884088832149146
VRSN;2000-01-28;2000-01-31;2000-04-03;63;enter_or_hold;left_top_n;1;158,38478823240618;3,9033154156548933;161,375;116,625;629,8975252013084;455,2241603507519;1,51175406048314;1,0925379848418044;161,375;-27,73044151820294;-27,73044151820294;-28,21044151820294
ADBE;2000-02-25;2000-02-28;2000-04-03;35;enter_or_hold;rebalance_trim;14;88,75772717169075;5,615663595378948;24,453125;26,390625;137,32052385575088;148,20087207179756;0,32956925725380204;0,3556820929723141;24,453125;7,92332268370608;7,92332268370608;7,44332268370608
AMAT;2000-01-28;2000-01-31;2000-04-03;63;enter_or_hold;rebalance_trim;12;95,17786884129988;1,8683662703442627;35,373697271918175;44,625;66,09102284022079;83,37584481411272;0,15861845481652986;0,20010202755387052;34,3125;30,05464480874316;26,15305563613244;25,67305563613244
AMD;2000-01-28;2000-01-31;2000-04-03;63;enter_or_hold;rebalance_trim;15;77,04918032786885;21,74652039387415;18,239013292441115;30,4375;396,63507452821244;661,9097144885444;0,9519241788677099;1,5885833147725064;18,0;69,09722222222223;66,88128635014682;66,40128635014682
COHR;2000-01-28;2000-01-31;2000-04-03;63;enter_or_hold;rebalance_trim;8;107,93725101240126;6,002859339928268;2,9001722487854162;3,84375;17,409326071022306;23,073490587849278;0,041782382570453525;0,055376377410838264;2,875;33,69565217391304;32,535231368059314;32,05523136805932
CTSH;2000-01-28;2000-01-31;2000-04-03;63;enter_or_hold;rebalance_trim;4;143,58055886934017;33,49579730782292;1,572102047587949;2,25;52,65881153321932;75,36554394260156;0,12638114767972636;0,18087730546224373;1,5677080154418943;43,521623786926035;43,12048021641719;42,640480216417195
