year;strategy_return_pct;spy_return_pct;excess_return_pct;winner
1999;0,0;19,380238760477518;-19,380238760477518;spy
2000;46,74859568197909;-9,79802320584444;56,54661888782353;strategy
2001;-12,277959854256737;-11,26637317670427;-1,011586677552467;spy
2002;-19,276791640120926;-23,63022220273361;4,353430562612683;strategy
2003;92,08726055747081;22,191719723505443;69,89554083396537;strategy
2004;33,5847283131337;8,66672579224328;24,918002520890422;strategy
2005;25,286587230082947;3,499583522588412;21,787003707494534;strategy
2006;13,341823010051645;11,775847299380949;1,5659757106706955;strategy
2007;40,33842753584322;3,423648414691982;36,91477912115124;strategy
2008;-33,751458527980816;-37,735456824562995;3,983998296582179;strategy
2009;11,900164876783869;19,879521879234098;-7,979357002450229;spy
2010;29,28953608553948;10,959144064481974;18,330392021057506;strategy
2011;-0,36772345789779504;-1,2199945017918434;0,8522710438940484;strategy
2012;18,4225854592329;11,694120519301453;6,728464939931445;strategy
2013;27,081578036687738;26,448038839187028;0,6335391975007099;strategy
2014;18,82353347059178;12,366059120717686;6,457474349874094;strategy
2015;4,321465196077345;-0,7593815967543827;5,0808467928317285;strategy
2016;19,866269367537235;11,197887786494176;8,66838158104306;strategy
2017;13,376417801295815;18,478058445821468;-5,101640644525652;spy
2018;13,081375120757333;-7,013428438904956;20,09480355966229;strategy
2019;21,824165979418275;28,651368924082753;-6,827202944664478;spy
2020;44,45778283954518;15,086037646519523;29,37174519302566;strategy
2021;28,323967043552976;28,788736259166804;-0,46476921561382767;spy
2022;0,2723961844977474;-19,94515511159379;20,21755129609154;strategy
2023;33,81550137300846;24,812244214345846;9,003257158662613;strategy
2024;72,12566415306954;23,998735778721247;48,12692837434829;strategy
2025;38,10137094930906;16,639293552326606;21,46207739698245;strategy
2026;30,14879451167227;9,144141765739233;21,004652745933036;strategy
