year,strategy_return_pct,spy_return_pct,excess_return_pct,winner
1999,0.0,19.380238760477518,-19.380238760477518,spy
2000,2.635596254852235,-9.79802320584444,12.433619460696676,strategy
2001,0.0,-11.26637317670427,11.26637317670427,strategy
2002,-5.409661067430793,-23.63022220273361,18.220561135302816,strategy
2003,33.09780145174004,22.191719723505443,10.906081728234597,strategy
2004,6.555214699356049,8.66672579224328,-2.1115110928872314,spy
2005,29.57486885390621,3.499583522588412,26.075285331317797,strategy
2006,-3.007017526643896,11.775847299380949,-14.782864826024845,spy
2007,80.89841187520979,3.423648414691982,77.4747634605178,strategy
2008,-30.057641712710037,-37.735456824562995,7.677815111852958,strategy
2009,3.6627196435078835,19.879521879234098,-16.216802235726213,spy
2010,7.457124486525868,10.959144064481974,-3.502019577956106,spy
2011,-0.2949979246242074,-1.2199945017918434,0.9249965771676361,strategy
2012,12.04645054415423,11.694120519301453,0.3523300248527761,strategy
2013,48.424241385046976,26.448038839187028,21.976202545859948,strategy
2014,13.882850627283783,12.366059120717686,1.516791506566097,strategy
2015,10.248248236777968,-0.7593815967543827,11.00762983353235,strategy
2016,37.03279568098083,11.197887786494176,25.834907894486655,strategy
2017,37.83415917571431,18.478058445821468,19.356100729892844,strategy
2018,-5.0564719852452145,-7.013428438904956,1.9569564536597417,strategy
2019,15.958923126538904,28.651368924082753,-12.692445797543849,spy
2020,33.78057328780775,15.086037646519523,18.694535641288226,strategy
2021,32.929202410439665,28.788736259166804,4.140466151272861,strategy
2022,-7.11469398787049,-19.94515511159379,12.830461123723301,strategy
2023,8.314619391842658,24.812244214345846,-16.497624822503187,spy
2024,57.287660420047956,23.998735778721247,33.28892464132671,strategy
2025,0.17066437733208595,16.639293552326606,-16.46862917499452,spy
2026,43.17608624676856,9.144141765739233,34.03194448102933,strategy
