strategy_id,run_id,run_dir,scenario,spy_filter_policy,spy_filter_fallback_count,spy_filter_fallback_outside_warmup_count,spy_filter_nan_count,cagr,max_drawdown,calmar,worst_year,total_return,trades,years_win_vs_spy,years_loss_vs_spy,2008_2009_max_dd,q4_2018_max_dd,2025_max_dd,exposure_avg,blocked_entry_count,notes
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_OPEN_R12_C22_E75_CR40_REDD_DD7_SL18,SPYFB_current_20260604_172825,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\SPYFB_current_20260604_172825,current_slip10,current,10,10,10,12.647554148247764,-32.10777569127534,0.3939093841273,-27.4231573821229,2506.542396469591,5911,,,-31.17822767862458,-24.90155081376915,-23.172837055841956,26302.49999391332,77969,
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_OPEN_R12_C22_E75_CR40_REDD_DD7_SL18,SPYFB_allow_warmup_only_20260604_173011,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\SPYFB_allow_warmup_only_20260604_173011,allow_warmup_only_slip10,allow_warmup_only,10,10,10,14.09472154934246,-31.296786500465423,0.45035682973818586,-27.4231573821229,3596.965414816169,5199,,,-31.178227678624594,-24.90155081376917,-23.17283705584192,37199.74920569075,77969,
HYP_REFINE_AUTO002_TOPN_6_V1_DDGRID_LONGRUN_STRICT_STRICT_NEXT_OPEN_R12_C22_E75_CR40_REDD_DD7_SL18,SPYFB_block_on_nan_20260604_173136,C:\Pythons\ML-Trading\Momentum\trading_agentic_research\runs\SPYFB_block_on_nan_20260604_173136,block_on_nan_slip10,block_on_nan,10,10,10,14.09472154934246,-31.296786500465423,0.45035682973818586,-27.4231573821229,3596.965414816169,5199,,,-31.178227678624594,-24.90155081376917,-23.17283705584192,37199.74920569075,77969,
