ticker;signal_date;entry_date;exit_date;holding_days;entry_reason;exit_reason;entry_rank;entry_ranking_value;shares;entry_price;exit_price;notional_entry;notional_exit;entry_cost;exit_cost;gross_return_pct;net_return_pct
NEM;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;left_top_n;5;100,6039492909586;10,116775214863067;62,61000061035156;60,4900016784668;633,4113023773662;611,9637497277382;1,5201871257056787;1,4687129993465715;-3,3860388296087285;-3,8660388296087285
PODD;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;left_top_n;3;139,43381699436262;3,184411496232985;198,91000366210935;188,77999877929688;633,4113023773662;601,1531983716418;1,5201871257056787;1,4427676760919401;-5,092757878593391;-5,572757878593391
SBAC;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;left_top_n;13;52,081363408837774;2,0512024851569266;308,79998779296875;317,67999267578125;633,4113023773662;651,6259904611967;1,5201871257056787;1,5639023771068719;2,8756493632914326;2,3956493632914326
VRTX;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;left_top_n;11;56,12379278132624;2,3589858081277995;268,510009765625;286,6400146484375;633,4113023773662;676,1797265972086;1,5201871257056787;1,6228313438333006;6,752077845677973;6,272077845677973
DXCM;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;rebalance_trim;2;167,7297312907176;0,38928668984016035;83,76249694824219;94,6750030517578;32,60762516972773;36,85571854862587;0,07825830040734656;0,08845372451670208;13,027914043988641;12,54791404398864
GNRC;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;rebalance_trim;7;76,27394792696984;0,2662105081534424;98,8499984741211;110,56999969482422;26,31490832476278;29,434895805285123;0,06315577997943067;0,07064374993268428;11,856349419946044;11,376349419946044
MRNA;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;rebalance_trim;6;92,30769063154084;2,261207453995296;48,04999923706055;62,18000030517578;108,6510164393096;140,60188017949326;0,260762439454343;0,3374445124307838;29,406870535841524;28,926870535841523
NVDA;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;rebalance_trim;9;62,60879111110636;8,17199918486371;7,427000045776367;8,806249618530273;60,6934383200672;71,96466470433575;0,1456642519681613;0,17271519529040577;18,57074948502615;18,090749485026148
REGN;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;rebalance_trim;8;64,75877784409288;0,024079523053760724;547,52001953125;599,469970703125;13,184020932698258;14,434950979583164;0,031641650238475816;0,03464388235099959;9,488228616069794;9,008228616069793
TSLA;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;rebalance_trim;1;208,39075850874192;0,5531728420208301;53,25;59,87333297729492;29,4564538376092;33,120301764309716;0,07069548921026207;0,0794887242343433;12,438183994920049;11,958183994920049
WST;2020-04-24;2020-04-27;2020-06-01;35;enter_or_hold;rebalance_trim;10;58,10154657474547;0,0005600907334686633;197,83999633789065;212,13999938964844;0,11080834865832682;0,11881764785618996;0,0002659400367799844;0,0002851623548548559;7,228064757610908;6,7480647576109085
DVA;2020-05-29;2020-06-01;2020-06-29;28;enter_or_hold;left_top_n;11;86,45785927825433;8,431000909155932;80,33999633789062;77,20999908447266;677,3465821663401;650,9575724771177;1,625631797199216;1,5622981739450823;-3,8959390043459274;-4,375939004345927
LITE;2020-05-29;2020-06-01;2020-06-29;28;enter_or_hold;left_top_n;14;81,17123173526397;9,115147415154325;74,30999755859375;78,41000366210938;677,3465821663401;714,7187422029175;1,625631797199216;1,715324981287002;5,517435389878389;5,0374353898783895
LULU;2020-05-29;2020-06-01;2020-06-29;28;enter_or_hold;left_top_n;13;81,23075834312714;2,1942614817754267;308,69000244140625;294,3500061035156;677,3465821663401;645,880880553306;1,625631797199216;1,5501141133279344;-4,645435946897103;-5,1254359468971025
AAPL;2020-05-29;2020-06-01;2020-06-29;28;enter_or_hold;rebalance_trim;12;81,6073508539936;0,7417874871184054;80,4625015258789;90,44499969482422;59,686076814142574;67,0909690460486;0,14324658435394216;0,16101832571051664;12,40639798619072;11,92639798619072
DXCM;2020-04-24;2020-04-27;2020-06-29;63;enter_or_hold;rebalance_trim;2;167,7297312907176;0,19842163802548238;83,76249694824219;99,5500030517578;16,620291849574684;19,75287467097155;0,03988870043897924;0,04740689921033172;18,847941117694834;18,367941117694834
GNRC;2020-04-24;2020-04-27;2020-06-29;63;enter_or_hold;rebalance_trim;7;76,27394792696984;0,3013337502378508;98,8499984741211;118,87999725341795;29,786840751212733;35,82255540063784;0,07148841780291056;0,08597413296153081;20,263023862909524;19,783023862909523
MPWR;2020-05-29;2020-06-01;2020-06-29;28;enter_or_hold;rebalance_trim;15;80,12022799212805;0,15491069813098993;213,38999938964844;229,9499969482422;33,056393779621956;35,6217145624712;0,07933534507109267;0,08549211494993086;7,760437511579599;7,280437511579599
NVDA;2020-04-24;2020-04-27;2020-06-29;63;enter_or_hold;rebalance_trim;9;62,60879111110636;1,6466495726694357;7,427000045776367;9,199999809265137;12,229666451593532;15,149175754485327;0,029351199483824482;0,03635802181076478;23,87235428249459;23,39235428249459
TSLA;2020-04-24;2020-04-27;2020-06-29;63;enter_or_hold;rebalance_trim;1;208,39075850874192;1,0239984901058707;53,25;67,29000091552734;54,527919598137615;68,90485933672267;0,13086700703553028;0,1653716624081344;26,366198902398775;25,886198902398775
WST;2020-04-24;2020-04-27;2020-06-29;63;enter_or_hold;rebalance_trim;10;58,10154657474547;0,047074627017543044;197,83999633789065;220,1300048828125;9,313244036758284;10,362537875228327;0,022351785688219883;0,02487009090054798;11,266684673230976;10,786684673230976
FTNT;2020-05-29;2020-06-01;2020-08-03;63;enter_or_hold;left_top_n;10;75,126900560369;26,001121192478386;28,724063094762048;27,643999099731445;746,8578456673038;718,7749708368807;1,792458829601529;1,7250599300085134;-3,760136549858639;-4,240136549858639
MPWR;2020-05-29;2020-06-01;2020-08-03;63;enter_or_hold;left_top_n;15;80,12022799212805;3,019308262943707;213,38999938964844;268,44000244140625;644,2901883867181;810,5031174759667;1,5462964521281233;1,94520748194232;25,79783645401157;25,31783645401157
ODFL;2020-05-29;2020-06-01;2020-08-03;63;enter_or_hold;left_top_n;15;63,80811771451231;8,431081497957274;83,927438237416;91,20999908447266;707,5990716944299;768,9989357097974;1,6982377720666313;1,8455974457035136;8,677210933634804;8,197210933634803
TER;2020-06-26;2020-06-29;2020-08-03;35;enter_or_hold;left_top_n;11;70,84115786851181;8,36050342346023;82,83000183105469;90,26000213623048;692,5005138737498;754,6190568614826;1,6620012332969993;1,811085736467558;8,970180056654463;8,490180056654463
TTD;2020-06-26;2020-06-29;2020-08-03;35;enter_or_hold;left_top_n;7;78,69435127369826;17,050362803281594;40,6150016784668;47,53200149536133;692,5005138737498;810,4378702620339;1,6620012332969993;1,9450508886288813;17,030652544726532;16,550652544726532
AMD;2020-04-24;2020-04-27;2020-08-03;98;enter_or_hold;rebalance_trim;14;64,96541682474883;2,8694967014527806;55,67464894475647;77,66999816894531;159,75822150152024;222,8738035476321;0,38341973160364856;0,5348971285143169;39,506938330251295;39,0269383302513
CVNA;2020-06-26;2020-06-29;2020-08-03;35;enter_or_hold;rebalance_trim;6;87,585881731708;0,4277326425592959;120,37000274658205;159,49000549316406;51,48617935966524;68,21908151138769;0,12356683046319657;0,16372579562733042;32,49979384726138;32,01979384726138
GNRC;2020-04-24;2020-04-27;2020-08-03;98;enter_or_hold;rebalance_trim;7;76,27394792696984;0,6189966464964624;98,8499984741211;162,6699981689453;61,187817561661376;100,69218335216281;0,14685076214798728;0,24166124004519074;64,56246907432404;64,08246907432404
MRNA;2020-04-24;2020-04-27;2020-08-03;98;enter_or_hold;rebalance_trim;2;318,5792168184371;0,2906812938030363;48,37790253467475;77,9800033569336;14,062551300256445;22,66732826655857;0,03375012312061547;0,05440158783974056;61,1893018740149;60,709301874014905
TSLA;2020-04-24;2020-04-27;2020-08-03;98;enter_or_hold;rebalance_trim;1;208,39075850874192;1,7386576931501272;53,25;99,0;92,58352216024429;172,12711162186258;0,22220045318458628;0,41310506789247015;85,91549295774648;85,43549295774648
WST;2020-04-24;2020-04-27;2020-08-03;98;enter_or_hold;rebalance_trim;10;58,10154657474547;0,10582757041136973;197,83999633789065;278,6400146484375;20,936926142633254;29,487795769632612;0,050248622742319816;0,07077070984711827;40,84109371522055;40,361093715220555
WST;2020-04-24;2020-04-27;2020-08-31;126;enter_or_hold;left_top_n;10;58,10154657474547;3,0481719319250664;197,83999633789065;283,9599914550781;603,0503238493162;865,5588757430509;1,4473207772383592;2,077341301783322;43,53012369152254;43,05012369152254
NEM;2020-07-31;2020-08-03;2020-08-31;28;enter_or_hold;left_top_n;11;87,48305942649317;12,429914348590119;68,1500015258789;67,27999877929688;847,0986818229607;836,2846221999079;2,0330368363751052;2,0070830932797787;-1,2765997462988454;-1,7565997462988454
AAPL;2020-05-29;2020-06-01;2020-08-31;91;enter_or_hold;rebalance_trim;8;108,33251624546445;0,40013894680948636;80,89726360515898;129,0399932861328;32,370145858737715;51,633927009816375;0,0776883500609705;0,12392142482355929;59,51094948767053;59,03094948767053
AMD;2020-04-24;2020-04-27;2020-08-31;126;enter_or_hold;rebalance_trim;14;64,96541682474883;0,4278490005622679;55,67464894475647;90,81999969482422;23,82034290766918;38,85724610049601;0,05716882297840604;0,09325739064119043;63,12630868124727;62,64630868124727
CVNA;2020-06-26;2020-06-29;2020-08-31;63;enter_or_hold;rebalance_trim;6;87,585881731708;0,9065651429588911;120,37000274658205;215,9600067138672;109,12324874791729;195,7818143599601;0,2618957969950015;0,4698763544639042;79,41347660225044;78,93347660225044
GNRC;2020-04-24;2020-04-27;2020-08-31;126;enter_or_hold;rebalance_trim;7;76,27394792696984;0,19818420355830937;98,8499984741211;189,97999572753903;19,590508219333785;37,65103414527334;0,047017219726401084;0,09036248194865601;92,19018579679164;91,71018579679163
LULU;2020-07-31;2020-08-03;2020-08-31;28;enter_or_hold;rebalance_trim;15;81,9650196531642;0,037761252930942485;328,5899963378906;375,6700134277344;12,407969962292551;14,185770395615238;0,02977912790950212;0,03404584894947657;14,327891175795603;13,847891175795603
NVDA;2020-04-24;2020-04-27;2020-08-31;126;enter_or_hold;rebalance_trim;4;163,40964700263805;5,776903161859186;7,504196894664675;13,374500274658203;43,351018768002234;77,26319292495953;0,10404244504320535;0,18543166301990285;78,22693703795525;77,74693703795525
TSLA;2020-04-24;2020-04-27;2020-08-31;126;enter_or_hold;rebalance_trim;1;208,39075850874192;2,834210204669615;53,25;166,10667419433594;150,92169339865703;470,7812310653179;0,36221206415677687;1,1298749545567628;211,93741632739145;211,45741632739146
XYZ;2020-07-31;2020-08-03;2020-08-31;28;enter_or_hold;rebalance_trim;12;86,56610481363285;0,30339082166463144;134,8000030517578;159,55999755859375;40,897083686267635;48,409038764108345;0,0981530008470423;0,11618169303386001;18,367948031372894;17,887948031372893
AMD;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;14;64,96541682474883;10,507424487085991;55,67464894475647;79,4800033569336;584,9971696320504;835,1301335063208;1,4039932071169212;2,0043123204151696;42,75797847562208;42,277978475622085
DXCM;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;7;144,12913624904448;8,967687507265055;89,13039536824431;100,04750061035156;799,2935330613996;897,1947213565427;1,918304479347359;2,1532673312557025;12,248464956318195;11,768464956318194
GNRC;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;7;76,27394792696984;5,023077745928213;98,8499984741211;190,17999267578125;496,5312275203955;955,2888889305074;1,191674946048949;2,2926933334332174;92,39250947036719;91,91250947036718
MRNA;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;2;329,0527643217878;14,693023915457223;52,64973675643082;70,55000305175781;773,5838413047652;1036,5928820750576;1,8566012191314365;2,487822916980138;33,99877643859368;33,51877643859368
NVDA;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;4;163,40964700263805;71,3510238972219;7,504196894664675;13,03499984741211;535,4321319606775;930,0605856129853;1,2850371167056258;2,2321454054711647;73,70279632027936;73,22279632027936
REGN;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;10;107,7607346019584;1,5384650063439491;569,5353756649124;571,9199829101562;876,210245335423;879,8788801361048;2,102904588805015;2,1117093123266515;0,41869343804323833;-0,06130656195676165
TSLA;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;1;208,39075850874192;5,745008702022874;53,25;140,39999389648438;305,92171338271805;806,5991866992612;0,7342121121185233;1,9358380480782267;163,66196036898475;163,18196036898476
AAPL;2020-05-29;2020-06-01;2020-09-28;119;enter_or_hold;market_filter_failed;8;108,33251624546445;7,395259906705915;80,89726360515898;114,95999908447266;598,2562901014519;850,1590721043493;1,4358150962434844;2,0403817730504383;42,106165228982384;41,62616522898239
CVNA;2020-06-26;2020-06-29;2020-09-28;91;enter_or_hold;market_filter_failed;6;87,585881731708;4,418800977233262;120,37000274658205;218,0200042724609;531,8910857661673;963,3870079355503;1,2765386058388013;2,3121288190453204;81,12486441614845;80,64486441614845
LULU;2020-07-31;2020-08-03;2020-09-28;56;enter_or_hold;market_filter_failed;15;81,9650196531642;2,5402194867866634;328,5899963378906;318,7300109863281;834,6907118606681;809,644184931198;2,003257708465603;1,9431460438348749;-3,0006955359113907;-3,4806955359113907
PYPL;2020-07-31;2020-08-03;2020-09-28;56;enter_or_hold;market_filter_failed;15;87,51030720328163;4,6728543641869615;197,6364543277984;192,0200042724609;923,5263681280899;897,281514975768;2,2164632835074154;2,153475635941843;-2,8418087515484802;-3,32180875154848
SWKS;2020-07-31;2020-08-03;2020-09-28;56;enter_or_hold;market_filter_failed;14;90,80643220729736;6,584683395514988;146,90380292399422;143,97000122070312;967,3150318516309;947,9968764902364;2,3215560764439136;2,275192503576567;-1,997090371315302;-2,477090371315302
XYZ;2020-07-31;2020-08-03;2020-09-28;56;enter_or_hold;market_filter_failed;12;86,56610481363285;5,980723886387033;134,8000030517578;160,75999450683594;806,2015981366931;961,461139122482;1,9348838355280629;2,3075067338939568;19,258153462437622;18,778153462437622
AMZN;2020-08-28;2020-08-31;2020-09-28;28;enter_or_hold;market_filter_failed;13;91,51151944997608;5,51392981067387;172,54800415039062;158,70249938964844;951,4175838571176;875,0744424130343;2,2834022012570823;2,100178661791282;-8,024146572379143;-8,504146572379144
TTD;2020-08-28;2020-08-31;2020-09-28;28;enter_or_hold;market_filter_failed;12;97,62379606231102;19,767661806419632;48,130001068115234;48,76300048828125;951,4175838571176;963,9305023186191;2,2834022012570823;2,3134332055646856;1,3151867985005339;0,8351867985005339
FCX;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;left_top_n;12;106,67838507239922;38,60484627644553;23,38999938964844;24,6299991607666;902,9673308435327;950,837331390377;2,1671215940244783;2,2820095953369046;5,301410019133823;4,821410019133824
WST;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;left_top_n;15;89,0498495292223;3,2816082236732247;275,1600036621094;277,5299987792969;902,9673308435327;910,7447263101607;2,1671215940244783;2,1857873431443853;0,8613152658980994;0,3813152658980994
ALB;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;rebalance_trim;11;110,55370058907845;0,4198116130502932;135,97000122070312;149,72000122070312;57,081785538913714;62,854195218355244;0,1369962852933929;0,15085006852405258;10,112524730864237;9,632524730864237
COHR;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;rebalance_trim;8;127,50942941787577;1,4352916160072324;67,6500015258789;78,19000244140625;97,09748001297048;112,22545495973543;0,23303395203112912;0,269341091903365;15,580193167468526;15,100193167468525
GNRC;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;rebalance_trim;9;124,77156740759834;0,19130990100027892;215,6000061035156;233,0399932861328;41,2464158233231;44,58285804467573;0,09899139797597542;0,10699885930722175;8,089047629360358;7,609047629360358
MPWR;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;rebalance_trim;13;104,21958526632228;0,23813320613531822;319,9599914550781;360,4599914550781;76,19309860022678;85,83749344870716;0,18286343664054425;0,20600998427689718;12,65783256707147;12,17783256707147
PYPL;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;rebalance_trim;14;95,71335543816323;0,26586826871816716;214,1199951171875;235,72999572753903;56,927712399749055;62,673125849021744;0,13662650975939772;0,15041550203765217;10,092472026502897;9,612472026502896
TSLA;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;rebalance_trim;1;787,676504102976;0,562339300927491;189,1999969482422;221,22999572753903;106,39459401935792;124,40632114161612;0,255347025646459;0,29857517073987866;16,929175103559334;16,449175103559334
XYZ;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;rebalance_trim;4;207,465271741428;0,10983786921037408;210,9600067138672;223,33999633789065;23,171397626057384;24,53118930720666;0,05561135430253771;0,05887485433729598;5,86840596796856;5,388405967968559
ALB;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;11;110,55370058907845;6,22111890645348;135,97000122070312;166,3699951171875;845,8855453046191;1035,0075220901083;2,0301253087310855;2,4840180530162597;22,35786837064144;21,87786837064144
AMD;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;13;98,80900162814385;10,166387722256472;92,61606243399939;87,66000366210938;941,5708000127504;891,1855849634261;2,2597699200306005;2,138845403912222;-5,351187085309128;-5,8311870853091285
COHR;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;8;127,50942941787577;11,912340467905;67,6500015258789;87,27999877929688;805,8698508305623;1039,7090614973172;1,9340876419933493;2,495301747593561;29,01699454642095;28,53699454642095
CVNA;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;6;180,8321328073091;3,703051851525548;250,24257278972053;264,239990234375;926,6612224994914;978,4943850844951;2,2239869339987792;2,348386524202788;5,593539615825693;5,113539615825694
DDOG;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;5;194,32289388782192;9,2925527397444;98,94298246605585;101,79000091552734;919,4328827934294;945,8889518861686;2,20663891870423;2,2701334845268044;2,877433425304532;2,397433425304532
GNRC;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;9;124,77156740759834;3,9968501420471827;215,6000061035156;258,7300109863281;861,7209150202096;1034,1050811625746;2,068130196048503;2,481852194790179;20,0046399173591;19,5246399173591
MPWR;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;13;104,21958526632228;2,583992543828355;319,9599914550781;367,9299926757813;826,774232243306;950,7283577250402;1,9842581573839342;2,281748058540096;14,992499844293228;14,512499844293227
MRNA;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;2;532,1208836886715;8,353893200661833;140,6550506179574;157,47999572753906;1175,0172709961003;1315,5710655485432;2,82004145039064;3,1573705573165034;11,961849244419277;11,481849244419276
NVDA;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;9;119,42414772429886;72,18443770642052;13,368107665882999;13,237000465393066;964,9693350606541;955,5054355140253;2,3159264041455696;2,2932130452336605;-0,9807461442320142;-1,4607461442320142
PYPL;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;14;95,71335543816323;3,951240602171449;214,1199951171875;241,8500061035156;846,0396184437836;955,6075637516236;2,0304950842650804;2,2934581530038964;12,950687286888595;12,470687286888595
TSLA;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;1;787,676504102976;4,21021537881994;189,1999969482422;279,9366760253906;796,5727368241749;1178,5936984978348;1,9117745683780194;2,8286248763948034;47,95807639572558;47,47807639572558
TTD;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;4;242,1222686432032;11,1826211902309;89,39599596974497;79,32099914550781;999,6815588530663;887,0166858748428;2,399235741247359;2,1288400460996226;-11,270076153798792;-11,750076153798792
XYZ;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;4;207,465271741428;4,170439444528341;210,9600067138672;221,94000244140625;879,7959332174754;925,587340500357;2,1115102397219405;2,2214096172008566;5,2047759661060455;4,724775966106046
CDNS;2020-12-25;2020-12-28;2021-02-01;35;enter_or_hold;market_filter_failed;15;90,6387797050076;6,892895882439827;134,75999450683594;134,39999389648438;928,8866112537831;926,4051645290151;2,2293278670090793;2,223372394869636;-0,2671420488469245;-0,7471420488469245
NOW;2020-12-25;2020-12-28;2021-02-01;35;enter_or_hold;market_filter_failed;14;93,07376069875129;8,541643081892577;108,7480010986328;111,71199798583984;928,8866112537831;954,2040147601464;2,2293278670090793;2,290089635424351;2,7255644768300114;2,2455644768300114
ALGN;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;11;159,72519784712364;1,7579950871000358;565,1099853515625;516,0;993,4605779192201;907,1254649436185;2,384305387006128;2,177101115864684;-8,690341106078758;-9,170341106078759
COHR;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;7;183,9339896779613;11,444080242585752;86,80999755859375;66,79000091552734;993,4605779192201;764,3501298796707;2,384305387006128;1,8344403117112096;-23,06185601439926;-23,54185601439926
EQT;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;6;203,0664610282689;53,87530092986471;18,440000534057617;19,270000457763672;993,4605779192201;1038,1770735806485;2,384305387006128;2,491624976593556;4,501084054596927;4,021084054596926
MPWR;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;14;136,08168838540104;2,5535550934084226;389,0499877929688;340,5400085449219;993,4605779192201;869,587673329233;2,384305387006128;2,087010415990159;-12,468829397280768;-12,948829397280768
PYPL;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;12;140,6241422759532;3,6306711990327574;273,6300048828125;235,6699981689453;993,4605779192201;855,6402748280924;2,384305387006128;2,0535366595874214;-13,872750077289343;-14,352750077289343
ZBRA;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;13;136,73033596530627;1,9423253237276077;511,4800109863281;467,0700073242188;993,4605779192201;907,2019031794694;2,384305387006128;2,177284567630726;-8,682646967272467;-9,162646967272467
FCX;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;rebalance_trim;4;240,46184455357653;1,786415083651799;34,900001525878906;32,099998474121094;62,34588914530087;57,34392145936965;0,14963013394872207;0,13762541150248717;-8,022931029620628;-8,502931029620628
GNRC;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;rebalance_trim;5;219,99223652234724;0,044063462805217654;346,25;303,1400146484375;15,256973996306613;13,357398760234561;0,036616737591135866;0,03205775702456294;-12,45053728564982;-12,930537285649821
URI;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;rebalance_trim;15;124,47162928236352;0,6448577603497888;302,489990234375;324,4700012207031;195,06301763076857;209,23699828787585;0,46815124231384453;0,502168795890902;7,2663597791442935;6,786359779144293
