ticker;signal_date;entry_date;exit_date;holding_days;entry_reason;exit_reason;entry_rank;entry_ranking_value;shares;entry_price;exit_price;notional_entry;notional_exit;entry_cost;exit_cost;max_price_since_entry;drawdown_from_peak_pct;gross_return_pct;net_return_pct;execution_timing_mode;signal_detected_date;delayed_execution_days
CSCO;2000-01-07;2000-01-10;2000-01-31;21;enter_or_hold;rebalance_trim;16;58,64422403630532;0,9669358043006302;54,927427597099644;54,75;53,11129638176617;52,939735285459506;0,12746711131623878;0,1270553646851028;54,90625;-0,2845759817871385;-0,32302185786142745;-0,8030218578614274;;;
GLW;2000-01-07;2000-01-10;2000-01-31;21;enter_or_hold;rebalance_trim;8;66,32741620129461;0,9313572194599333;39,33333206176758;51,41666793823242;36,63338278114209;47,88728488484685;0,08792011867474102;0,11492948372363243;39,33333206176758;30,720346441765045;30,720346441765045;30,240346441765045;;;
SWKS;2000-01-07;2000-01-10;2000-01-31;21;enter_or_hold;rebalance_trim;17;40,0247164054712;0,43695167751888114;28,546875;41,875;12,473604919171809;18,297351496103147;0,029936651806012335;0,04391364359064755;28,546875;46,68856048166392;46,68856048166392;46,20856048166392;;;
TECH;2000-01-07;2000-01-10;2000-01-31;21;enter_or_hold;rebalance_trim;9;64,8920820869429;0,8742504236187905;7,367187976837158;7,796875;6,440767209629145;6,816421271652757;0,015457841303109943;0,016359411051966616;7,367187976837158;5,832442778897473;5,832442778897473;5,352442778897473;;;
APH;2000-01-14;2000-01-18;2000-02-07;20;enter_or_hold;left_exit_rank_threshold;13;64,71921130862133;490,5371356556869;1,230468988418579;1,0791020393371582;603,5907330920004;529,33962345666;1,4486177594208007;1,270415096295984;1,230468988418579;-12,301565541766346;-12,301565541766346;-12,781565541766346;;;
CCI;2000-01-28;2000-01-31;2000-02-07;7;enter_or_hold;left_exit_rank_threshold;12;58,673501194505874;16,911890686429118;30,674102783203125;30,674102783203125;518,7570731738224;518,7570731738224;1,2450169756171736;1,2450169756171736;30,674102783203125;0,0;0,0;-0,48;;;
AMAT;2000-01-07;2000-01-10;2000-02-07;28;enter_or_hold;rebalance_trim;14;53,95765420767796;0,06517032138615728;31,59375;38,40625;2,058974841293906;2,502947655737103;0,004941539619105376;0,006007074373769047;31,59375;21,56280909990109;21,56280909990109;21,08280909990109;;;
AMD;2000-01-07;2000-01-10;2000-02-07;28;enter_or_hold;rebalance_trim;9;82,44557665585921;0,8329538644134703;17,486593716240716;20,65625;14,565525811371012;17,205703261790745;0,03495726194729042;0,04129368782829779;17,5;18,03571428571429;18,126207626219724;17,646207626219724;;;
CSCO;2000-01-07;2000-01-10;2000-02-07;28;enter_or_hold;rebalance_trim;16;58,64422403630532;0,2391019216262471;54,927427597099644;62,59375;13,133253488453082;14,966285906792905;0,03151980837228739;0,03591908617630297;54,90625;14,001138303927153;13,957184485561381;13,47718448556138;;;
CTSH;2000-01-07;2000-01-10;2000-02-07;28;enter_or_hold;rebalance_trim;3;119,76043929611296;75,56131052647974;1,9191138445437217;2,2630209922790527;145,01075714323454;170,99683192553982;0,3480258171437629;0,41039239662129556;1,996093988418579;13,372466697920803;17,92010144229337;17,44010144229337;;;
GEN;2000-01-07;2000-01-10;2000-02-07;28;enter_or_hold;rebalance_trim;14;52,88784994892983;9,996534219140818;7,0268664522262405;7,929687976837158;70,24431094301225;79,26939720756218;0,16858634626322944;0,1902465532981492;7,09375;11,784147691096504;12,84813836649603;12,36813836649603;;;
SWKS;2000-01-07;2000-01-10;2000-02-07;28;enter_or_hold;rebalance_trim;17;40,0247164054712;2,038083359437346;28,546875;55,828125;58,180910901437976;113,78237255108809;0,1396341861634511;0,2730776941226114;28,546875;95,56650246305418;95,56650246305418;95,08650246305417;;;
TER;2000-01-07;2000-01-10;2000-02-07;28;enter_or_hold;rebalance_trim;9;67,01360066406998;0,49789811214859575;61,94747542523925;76,9375;30,84353106659815;38,307036003432586;0,07402447455983555;0,0919368864082382;61,9375;24,217961654894047;24,197958789864373;23,717958789864372;;;
TRMB;2000-01-07;2000-01-10;2000-02-07;28;enter_or_hold;rebalance_trim;13;53,8034585647309;9,159465744383912;3,9466313389302696;3,7395830154418954;36,14903455464381;34,25258252821993;0,08675768293114516;0,08220619806772783;4,1041669845581055;-8,883263534060726;-5,246203805407735;-5,726203805407735;;;
VRSN;2000-01-07;2000-01-10;2000-02-07;28;enter_or_hold;rebalance_trim;1;158,38478823240618;0,04678236595158229;179,79589795333845;182,5625;8,411277494646425;8,540705684035743;0,020187065987151417;0,020497693641685782;181,75;0,4470426409903805;1,5387459214333932;1,0587459214333932;;;
TRMB;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;left_exit_rank_threshold;13;53,8034585647309;155,04487137521093;3,9466313389302696;3,291666984558105;611,9049483098202;510,3560842308398;1,4685718759435684;1,2248546021540154;4,1041669845581055;-19,796952781332365;-16,59552915194993;-17,07552915194993;;;
AMAT;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;rebalance_trim;14;53,95765420767796;0,20731971922562836;31,59375;40,265625;6,550007379284695;8,347858069444442;0,01572001771028327;0,020034859366666657;31,59375;27,44807121661721;27,44807121661721;26,968071216617208;;;
AMD;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;rebalance_trim;9;82,44557665585921;0,34541627164417993;17,486593716240716;21,625;6,040154005220414;7,469626874305391;0,014496369612528991;0,017927104498332937;17,5;23,571428571428577;23,66616592639039;23,18616592639039;;;
AMT;2000-01-21;2000-01-24;2000-02-14;21;enter_or_hold;rebalance_trim;16;59,52584163110479;1,6482078506282085;41,490555055516815;44,875;68,38505856942471;73,96332729694086;0,1641241405666193;0,17751198551265804;42,0;6,845238095238093;8,157145499631424;7,677145499631424;;;
BIIB;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;rebalance_trim;5;109,46578319865093;0,0028291271903436886;39,07883589935135;39,60416793823242;0,11055899720983395;0,11204522836499109;0,00026534159330360144;0,0002689085480759786;39,83333206176758;-0,5753074414658665;1,3442878396738411;0,8642878396738412;;;
CSCO;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;rebalance_trim;16;58,64422403630532;0,07482567494262499;54,927427597099644;65,25;4,109981842815148;4,88237529000628;0,009863956422756351;0,011717700696015071;54,90625;18,838929994308472;18,793110936521316;18,313110936521316;;;
CTSH;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;rebalance_trim;3;119,76043929611296;33,34427222277381;1,9191138445437217;2,6901040077209477;63,991454458959886;89,6995603410221;0,15357949070150373;0,21527894481845303;1,996093988418579;34,76840385918918;40,17427967440528;39,69427967440528;;;
GLW;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;rebalance_trim;4;111,91700729212704;0,5078520524229153;39,910685293624034;60,0;20,268723439972025;30,471123145374918;0,04864493625593286;0,0731306955488998;39,33333206176758;52,54237781273721;50,33567967720502;49,855679677205025;;;
NVDA;2000-01-21;2000-01-24;2000-02-14;21;enter_or_hold;rebalance_trim;13;78,90069075824337;2347,842085946685;0,08772088683935134;0,1208330020308494;205,95478993799574;283,6968075393095;0,49429149585118975;0,6808723380943427;0,0890630036592483;35,67137539303291;37,74712771900985;37,267127719009856;;;
REGN;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;rebalance_trim;15;51,11143239238083;6,905970042184229;14,282446879051738;16,0;98,63415027581895;110,49552067494767;0,23672196066196546;0,2651892496198744;14,5;10,344827586206895;12,025622328534059;11,545622328534058;;;
RMD;2000-02-04;2000-02-07;2000-02-14;7;enter_or_hold;rebalance_trim;15;61,2646607200372;0,1954635098496048;6,9375;7,210937976837158;1,3560280995816332;1,4094752462603992;0,00325446743899592;0,0033827405910249577;6,9375;3,9414483147698576;3,9414483147698576;3,4614483147698576;;;
SWKS;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;rebalance_trim;17;40,0247164054712;1,6888500890750076;28,546875;68,9375;48,211392386563105;116,42510301560833;0,11570734172775142;0,27942024723745995;28,546875;141,4887794198139;141,4887794198139;141,00877941981392;;;
TECH;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;rebalance_trim;7;81,4781992975576;5,780202961406618;7,417218877100491;8,992188453674316;42,87303051881733;51,97667432945468;0,10289527324516158;0,12474401839069123;7,367187976837158;22,05726909570176;21,23396387069416;20,75396387069416;;;
VRSN;2000-01-07;2000-01-10;2000-02-14;35;enter_or_hold;rebalance_trim;1;158,38478823240618;0,2006032620622309;179,79589795333845;201,5;36,06764363484767;40,42155730553952;0,0865623447236344;0,09701173753329484;181,75;10,866574965612097;12,071522372715249;11,591522372715248;;;
MSI;2000-02-04;2000-02-07;2000-02-22;15;enter_or_hold;left_exit_rank_threshold;17;59,16318092862307;3,374230618102731;190,122567562101;189,0424652099609;641,5173886603463;637,8728742330704;1,539641732784831;1,5308948981593689;191,6052398681641;-1,3375284830240197;-0,5681084397239133;-1,0481084397239133;;;
CCI;2000-02-11;2000-02-14;2000-02-22;8;enter_or_hold;left_exit_rank_threshold;14;81,55449017220975;16,6750939249615;35,826866149902344;32,5533447265625;597,4163580866455;542,8300808870799;1,433799259407949;1,3027921941289917;35,826866149902344;-9,137057675218308;-9,137057675218308;-9,617057675218309;;;
AMAT;2000-01-07;2000-01-10;2000-02-22;43;enter_or_hold;rebalance_trim;14;53,95765420767796;0,021048731371223674;31,59375;44,69921875;0,6650083567595978;0,9408618479723144;0,001596020056223035;0,0022580684351335544;31,59375;41,48120672601385;41,48120672601385;41,001206726013855;;;
COHR;2000-01-07;2000-01-10;2000-02-22;43;enter_or_hold;rebalance_trim;11;71,95670528903095;50,46091005511061;2,9051304741348205;3,851562976837158;146,595527553678;194,3533729457739;0,35182926612882715;0,46644809506985735;3,0;28,3854325612386;32,577968911506304;32,09796891150631;;;
NVDA;2000-01-21;2000-01-24;2000-02-22;29;enter_or_hold;rebalance_trim;13;78,90069075824337;91,25842330035388;0,08772088683935134;0,1364579945802688;8,005269823467964;12,452941432123566;0,019212647576323117;0,029887059437096557;0,0890630036592483;53,21512746454404;55,5592966475279;55,079296647527904;;;
REGN;2000-01-07;2000-01-10;2000-02-22;43;enter_or_hold;rebalance_trim;15;51,11143239238083;5,633333938565158;14,282446879051738;20,875;80,45779272951619;117,59584596754769;0,1930987025508388;0,2822300303221144;14,5;43,96551724137932;46,15842913175927;45,67842913175927;;;
VRSN;2000-01-07;2000-01-10;2000-02-22;43;enter_or_hold;rebalance_trim;1;158,38478823240618;0,0033838292137296382;179,79589795333845;223,625;0,6083986120032595;0,7567088079202904;0,0014601566688078225;0,0018161011390086968;181,75;23,039889958734516;24,37714238510398;23,89714238510398;;;
AMT;2000-01-21;2000-01-24;2000-02-28;35;enter_or_hold;rebalance_trim;16;59,52584163110479;0,05221357341316971;41,40451646206234;45,1875;2,1618777599286862;2,3594008486076063;0,005188506623828846;0,005662562036658255;42,0;7,589285714285721;9,136644649392034;8,656644649392033;;;
REGN;2000-01-07;2000-01-10;2000-02-28;49;enter_or_hold;rebalance_trim;15;51,11143239238083;15,665374258496708;14,282446879051738;45,125;223,73987568744377;706,9000134146639;0,536975701649865;1,6965600321951932;14,5;211,20689655172416;215,9472629734437;215,46726297344372;;;
RMD;2000-02-04;2000-02-07;2000-02-28;21;enter_or_hold;rebalance_trim;15;61,2646607200372;10,632673738277685;6,972035097940438;9,25;74,13137448822158;98,35223207906859;0,1779152987717318;0,2360453569897646;6,9375;33,33333333333333;32,67288345597228;32,192883455972286;;;
TECH;2000-01-07;2000-01-10;2000-02-28;49;enter_or_hold;rebalance_trim;10;102,69198584664969;2,0655810897675586;7,564477523735063;10,26953125;15,625041726998875;21,212549550777;0,03750010014479729;0,05091011892186479;7,367187976837158;39,39553710707489;35,75995457422258;35,279954574222586;;;
VRSN;2000-01-07;2000-01-10;2000-02-28;49;enter_or_hold;rebalance_trim;1;158,38478823240618;0,006238864583272508;179,79589795333845;246,0625;1,121722259958761;1,5351506165214914;0,002692133423901026;0,003684361479651579;181,75;35,385144429160945;36,856570589758064;36,37657058975807;;;
WAT;2000-02-18;2000-02-22;2000-03-06;13;enter_or_hold;left_exit_rank_threshold;16;75,0731224880584;15,399440213910426;45,008553530924736;53,375;693,1065292140624;821,945121417469;1,6634556701137497;1,9726682914019253;44,90625;18,858733472512167;18,588569977763882;18,10856997776388;;;
AAPL;2000-01-07;2000-01-10;2000-03-06;56;enter_or_hold;rebalance_trim;17;65,00440369656143;17,8364836656277;0,9043432716921542;1,1222100257873535;16,130303993657424;20,01628079435977;0,03871272958477782;0,04803907390646344;0,872767984867096;28,5805672578884;24,091156634309876;23,611156634309875;;;
AMD;2000-01-07;2000-01-10;2000-03-06;56;enter_or_hold;rebalance_trim;15;77,04918032786885;5,392454158768219;18,091830665619757;23,75;97,55936751255166;128,0707862707452;0,23414248203012394;0,30736988704978846;17,5;35,71428571428572;31,274719728239386;30,794719728239386;;;
AMT;2000-01-21;2000-01-24;2000-03-06;42;enter_or_hold;rebalance_trim;16;59,52584163110479;0,6683820022643769;41,40451646206234;51,0;27,674033615701582;34,087482115483226;0,06641768067768379;0,08180995707715974;42,0;21,42857142857142;23,174968234998474;22,694968234998473;;;
BIIB;2000-01-07;2000-01-10;2000-03-06;56;enter_or_hold;rebalance_trim;5;134,9648636374304;2,569045858897238;39,34980527455782;57,10416793823242;101,09145428901545;146,70322616748842;0,24261949029363705;0,3520877428019722;39,83333206176758;43,357748354277305;45,119315177790554;44,63931517779056;;;
COHR;2000-01-07;2000-01-10;2000-03-06;56;enter_or_hold;rebalance_trim;8;107,93725101240126;91,24392443789948;2,950435428386294;8,9375;269,20930728658055;815,4925746637266;0,6461023374877933;1,9571821791929436;3,0;197,91666666666666;202,92138963665644;202,44138963665645;;;
CTSH;2000-01-07;2000-01-10;2000-03-06;56;enter_or_hold;rebalance_trim;4;143,58055886934017;24,44998390559887;2,0470425576953706;2,632812976837158;50,05015758972775;64,37223491012037;0,12012037821534662;0,15449336378428888;1,996093988418579;31,898246881802628;28,61544900176709;28,13544900176709;;;
GEN;2000-01-07;2000-01-10;2000-03-06;56;enter_or_hold;rebalance_trim;11;97,64923315193334;0,003006419243788379;7,156952424156784;9,46875;0,021516799494862845;0,028467032214621213;5,164031878767082e-05;6,83208773150909e-05;7,09375;33,48017621145374;32,301424388965216;31,821424388965216;;;
GLW;2000-01-07;2000-01-10;2000-03-06;56;enter_or_hold;rebalance_trim;6;119,81206951778636;0,8733737685744621;43,63449039922977;69,875;38,10921931980149;61,02699207914054;0,09146212636752356;0,1464647809899373;39,33333206176758;77,64831082775021;60,13708275422744;59,657082754227446;;;
REGN;2000-01-07;2000-01-10;2000-03-06;56;enter_or_hold;rebalance_trim;15;51,11143239238083;0,5760761715090004;14,282446879051738;50,625;8,227777317864795;29,163856182643144;0,019746665562875507;0,06999325483834354;14,5;249,13793103448273;254,4560706488773;253,9760706488773;;;
TECH;2000-01-07;2000-01-10;2000-03-06;56;enter_or_hold;rebalance_trim;10;102,69198584664969;0,09068000700978465;7,564477523735063;11,125;0,685946874877654;1,0088150779838543;0,0016462724997063694;0,00242115618716125;7,367187976837158;51,00741334383767;47,06898083962949;46,58898083962949;;;
CSCO;2000-01-07;2000-01-10;2000-03-13;63;enter_or_hold;left_exit_rank_threshold;17;74,73322839130194;11,596390729714935;56,74096129623122;68,09375;657,9903575707297;789,6417312515264;1,5791768581697512;1,895140155003663;54,90625;24,01821286283439;20,008100751939217;19,528100751939217;;;
ADBE;2000-02-11;2000-02-14;2000-03-13;28;enter_or_hold;left_exit_rank_threshold;14;88,75772717169075;36,773277820456045;22,403783812458542;20,53125;823,8605663649738;755,0013602512381;1,9772653592759366;1,8120032646029713;22,40625;-8,368200836820083;-8,358114094179225;-8,838114094179225;;;
AMD;2000-01-07;2000-01-10;2000-03-13;63;enter_or_hold;rebalance_trim;15;77,04918032786885;0,777817862177776;18,091830665619757;25,75;14,072149051214687;20,028809951077733;0,033773157722915254;0,048069143882586554;17,5;47,14285714285715;42,32943296851217;41,849432968512176;;;
NVDA;2000-01-21;2000-01-24;2000-03-13;49;enter_or_hold;rebalance_trim;12;105,12079486610315;3786,0565683462287;0,09682948124294437;0,3109380006790161;366,60189346940746;1177,228859819233;0,879844544326578;2,8253492635661592;0,0890630036592483;249,12139485959085;221,11914335147085;220,63914335147086;;;
MCHP;2000-03-03;2000-03-06;2000-03-20;14;enter_or_hold;left_exit_rank_threshold;17;83,81657687651953;58,18174104599309;15,421883476909047;13,76388931274414;897,2720308950018;800,8070437797915;2,153452874148004;1,9219369050714994;15,583333015441896;-11,675574800941657;-10,750918761948858;-11,230918761948859;;;
AAPL;2000-01-07;2000-01-10;2000-03-20;70;enter_or_hold;rebalance_trim;17;65,00440369656143;107,8668918299066;0,9200923691004854;1,098214030265808;99,2475040512846;118,46093400876771;0,23819400972308302;0,28430624162104245;0,872767984867096;25,831154362638877;19,35910644922103;18,87910644922103;;;
AMAT;2000-01-07;2000-01-10;2000-03-20;70;enter_or_hold;rebalance_trim;10;106,9068566202517;2,2813875587334262;33,830308062170026;47,0;77,18004392115381;107,22521526047103;0,18523210541076918;0,25734051662513047;31,59375;48,76360039564786;38,92867872686232;38,448678726862326;;;
AMD;2000-01-07;2000-01-10;2000-03-20;70;enter_or_hold;rebalance_trim;15;77,04918032786885;5,346840376987716;18,091830665619757;26,875;96,73413069656027;143,69633513154486;0,23216191367174466;0,3448712043157076;17,5;53,571428571428584;48,54770916616562;48,06770916616562;;;
AMT;2000-01-21;2000-01-24;2000-03-20;56;enter_or_hold;rebalance_trim;14;100,07897161409204;0,3666394499833956;41,45952910691752;48,0;15,200698948330825;17,59869359920299;0,036481677475993964;0,042236864638087165;42,0;14,28571428571428;15,775555183503531;15,29555518350353;;;
BIIB;2000-01-07;2000-01-10;2000-03-20;70;enter_or_hold;rebalance_trim;11;105,69156880074677;1,1135351027749392;39,07296412344613;35,5;43,50911712092309;39,53049614851034;0,10442188109021541;0,09487319075642481;39,83333206176758;-10,878658242921013;-9,144338556342424;-9,624338556342424;;;
CCI;2000-03-03;2000-03-06;2000-03-20;14;enter_or_hold;rebalance_trim;15;88,58089573670844;1,9777312585989322;39,4953561495193;38,79728317260742;78,11120042640191;76,73059967918005;0,18746688102336453;0,18415343923003208;39,464111328125;-1,6897077701135244;-1,7674811546683045;-2,2474811546683044;;;
