ticker;signal_date;entry_date;exit_date;holding_days;entry_reason;exit_reason;entry_rank;entry_ranking_value;shares;entry_price;exit_price;notional_entry;notional_exit;entry_cost;exit_cost;gross_return_pct;net_return_pct
MPWR;2020-05-29;2020-06-01;2020-08-03;63;enter_or_hold;left_top_n;15;80,12022799212805;31,81567763636906;213,38999938964844;268,44000244140625;6789,147431406045;8540,600582381905;16,293953835374506;20,49744139771657;25,79783645401157;25,31783645401157
ODFL;2020-05-29;2020-06-01;2020-08-03;63;enter_or_hold;left_top_n;8;93,77453169436154;51,21162175370365;84,0;91,20999908447266;4301,776227311107;4671,01197326967;10,324262945546655;11,210428735847207;8,583332243419829;8,103332243419828
TER;2020-06-26;2020-06-29;2020-08-03;35;enter_or_hold;left_top_n;11;70,84115786851181;83,98219478394611;82,83000183105469;90,26000213623048;6956,245347730248;7580,233080604301;16,694988834552593;18,19255939345032;8,970180056654463;8,490180056654463
TTD;2020-06-26;2020-06-29;2020-08-03;35;enter_or_hold;left_top_n;7;78,69435127369826;151,49833945117157;40,6150016784668;47,53200149536133;6153,105311094266;7201,019297337845;14,767452746626237;17,282446313610826;17,030652544726532;16,550652544726532
WST;2020-04-24;2020-04-27;2020-08-31;126;enter_or_hold;left_top_n;10;58,10154657474547;30,933264983209913;197,83999633789065;283,9599914550781;6119,837030997251;8783,809660309955;14,6876088743934;21,08114318474389;43,53012369152254;43,05012369152254
NEM;2020-07-31;2020-08-03;2020-08-31;28;enter_or_hold;left_top_n;11;87,48305942649317;125,2086030834229;68,1500015258789;67,27999877929688;8532,966491188437;8424,03466261016;20,47911957885225;20,21768319026438;-1,2765997462988454;-1,7565997462988454
AMD;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;4;101,50646340131036;112,370524056864;56,4900016784668;79,4800033569336;6347,811092582441;8931,209629259938;15,234746622197857;21,43490311022385;40,69747034054394;40,21747034054394
DXCM;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;2;167,7297312907176;75,78345111303005;83,76249694824219;100,04750061035156;6347,811092582441;7581,9448714854225;15,234746622197857;18,19666769156501;19,441879427462716;18,961879427462716
GNRC;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;7;76,27394792696984;64,21660283833283;98,8499984741211;190,17999267578125;6347,811092582441;12212,713057457691;15,234746622197857;29,310511337898458;92,39250947036719;91,91250947036718
MRNA;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;6;92,30769063154084;132,10845355615385;48,04999923706055;70,55000305175781;6347,811092582441;9320,251801549659;15,234746622197857;22,36860432371918;46,82623136722801;46,346231367228015
NVDA;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;9;62,60879111110636;854,6938270442524;7,427000045776367;13,03499984741211;6347,811092582441;11140,933905105901;15,234746622197857;26,738241372254162;75,50827746156989;75,02827746156989
REGN;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;8;64,75877784409288;11,593751581936697;547,52001953125;571,9199829101562;6347,811092582441;6630,698206605833;15,234746622197857;15,913675695853996;4,456451364060787;3,9764513640607873
TSLA;2020-04-24;2020-04-27;2020-09-28;154;enter_or_hold;market_filter_failed;1;208,39075850874192;119,20772004849655;53,25;140,39999389648438;6347,811092582441;16736,763167222733;15,234746622197857;40,168231601334554;163,66196036898475;163,18196036898476
AAPL;2020-05-29;2020-06-01;2020-09-28;119;enter_or_hold;market_filter_failed;12;81,6073508539936;84,3765394147294;80,4625015258789;114,95999908447266;6789,147431406045;9699,926893868262;16,293953835374506;23,279824545283827;42,87400578454352;42,39400578454352
CVNA;2020-06-26;2020-06-29;2020-09-28;91;enter_or_hold;market_filter_failed;6;87,585881731708;57,790522464100995;120,37000274658205;218,0200042724609;6956,245347730248;12599,489954531047;16,694988834552593;30,23877589087451;81,12486441614845;80,64486441614845
LULU;2020-07-31;2020-08-03;2020-09-28;56;enter_or_hold;market_filter_failed;15;81,9650196531642;25,968430525237135;328,5899963378906;318,7300109863281;8532,966491188437;8276,918146606531;20,47911957885225;19,864603551855673;-3,0006955359113907;-3,4806955359113907
PYPL;2020-07-31;2020-08-03;2020-09-28;56;enter_or_hold;market_filter_failed;14;83,0890036690058;43,2991636172725;197,07000732421875;192,0200042724609;8532,966491188437;8314,305582782648;20,47911957885225;19,954333398678354;-2,5625426823319697;-3,0425426823319697
SWKS;2020-07-31;2020-08-03;2020-09-28;56;enter_or_hold;market_filter_failed;13;83,51191033764181;57,96852356042345;147,1999969482422;143,97000122070312;8532,966491188437;8345,728407756522;20,47911957885225;20,02974817861565;-2,1942906212659596;-2,6742906212659596
XYZ;2020-07-31;2020-08-03;2020-09-28;56;enter_or_hold;market_filter_failed;12;86,56610481363285;1,3262973244143805;134,8000030517578;160,75999450683594;178,7848833785967;213,21555058728703;0,42908372010863205;0,5117173214094888;19,258153462437622;18,778153462437622
AMZN;2020-08-28;2020-08-31;2020-09-28;28;enter_or_hold;market_filter_failed;13;91,51151944997608;56,098477549129875;172,54800415039062;158,70249938964844;9679,680336977857;8902,968599000991;23,231232808746856;21,367124637602377;-8,024146572379143;-8,504146572379144
TTD;2020-08-28;2020-08-31;2020-09-28;28;enter_or_hold;market_filter_failed;12;97,62379606231102;154,70109968204562;48,130001068115234;48,76300048828125;7445,7640929354575;7543,689799333237;17,869833823045095;18,104855518399766;1,3151867985005339;0,8351867985005339
FCX;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;left_top_n;12;106,67838507239922;387,9814145847343;23,38999938964844;24,6299991607666;9074,885050331874;9555,981915615044;21,779724120796494;22,934356597476103;5,301410019133823;4,821410019133824
WST;2020-11-27;2020-11-30;2020-12-28;28;enter_or_hold;left_top_n;15;89,0498495292223;32,98039296974149;275,1600036621094;277,5299987792969;9074,885050331874;9153,048420633086;21,779724120796494;21,967316209519403;0,8613152658980994;0,3813152658980994
ALB;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;11;110,55370058907845;66,74181781907721;135,97000122070312;166,3699951171875;9074,885050331874;11103,835904672094;21,779724120796494;26,649206171213024;22,35786837064144;21,87786837064144
AMD;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;10;122,70753267728986;97,9374562019663;92,66000366210938;87,66000366210938;9074,885050331874;8585,197769322041;21,779724120796494;20,604474646372896;-5,396071446568063;-5,876071446568062
COHR;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;8;127,50942941787577;134,14463925563044;67,6500015258789;87,27999877929688;9074,885050331874;11708,143950480644;21,779724120796494;28,099545481153545;29,01699454642095;28,53699454642095
CVNA;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;5;161,37222008738266;36,26907320581165;250,2100067138672;264,239990234375;9074,885050331874;9583,739549713502;21,779724120796494;23,0009749193124;5,607283139779495;5,127283139779495
DDOG;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;7;136,49741743033124;91,73964029834382;98,91999816894533;101,79000091552734;9074,885050331874;9338,178069958567;21,779724120796494;22,411627367900557;2,9013372419198324;2,4213372419198325
GNRC;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;9;124,77156740759834;42,09130238138661;215,6000061035156;258,7300109863281;9074,885050331874;10890,283127565017;21,779724120796494;26,13667950615604;20,0046399173591;19,5246399173591
MPWR;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;13;104,21958526632228;28,3625618598817;319,9599914550781;367,9299926757813;9074,885050331874;10435,437177372669;21,779724120796494;25,045049225694402;14,992499844293228;14,512499844293227
MRNA;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;2;523,9194252023326;59,41393691214725;152,74000549316406;157,47999572753906;9074,885050331874;9356,506531081224;21,779724120796494;22,455615674594934;3,1033063139356276;2,6233063139356276
NVDA;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;6;144,74023572836975;677,1544394895392;13,40149974822998;13,237000465393066;9074,885050331874;8963,493630666011;21,779724120796494;21,512384713598426;-1,2274692081282956;-1,7074692081282956
PYPL;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;14;95,71335543816323;42,38224013299274;214,1199951171875;241,8500061035156;9074,885050331874;10250,145034844958;21,779724120796494;24,600348083627896;12,950687286888595;12,470687286888595
TSLA;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;1;787,676504102976;47,96450949634218;189,1999969482422;279,9366760253906;9074,885050331874;13427,025355594313;21,779724120796494;32,22486085342635;47,95807639572558;47,47807639572558
TTD;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;3;231,54856373038984;100,71231783205708;90,10700225830078;79,32099914550781;9074,885050331874;7988,601676698711;21,779724120796494;19,172644024076906;-11,97021634553307;-12,45021634553307
XYZ;2020-11-27;2020-11-30;2021-02-01;63;enter_or_hold;market_filter_failed;4;207,465271741428;41,472180047813865;210,9600067138672;221,94000244140625;8748,971381325522;9204,335741062248;20,997531315181252;22,090405778549393;5,2047759661060455;4,724775966106046
CDNS;2020-12-25;2020-12-28;2021-02-01;35;enter_or_hold;market_filter_failed;15;90,6387797050076;69,29277020005516;134,75999450683594;134,39999389648438;9337,893331522879;9312,947891957907;22,410943995654907;22,351074940698975;-0,2671420488469245;-0,7471420488469245
NOW;2020-12-25;2020-12-28;2021-02-01;35;enter_or_hold;market_filter_failed;14;93,07376069875129;85,34914276441467;108,7480010986328;111,71199798583984;9281,548671111934;9534,523264591448;22,27571681066864;22,882855835019473;2,7255644768300114;2,2455644768300114
ALGN;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;11;159,72519784712364;17,61582238254783;565,1099853515625;516,0;9954,877128557331;9089,76434939468;23,891705108537593;21,81543443854723;-8,690341106078758;-9,170341106078759
COHR;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;7;183,9339896779613;114,67431642119485;86,80999755859375;66,79000091552734;9954,877128557331;7659,097698759076;23,891705108537593;18,38183447702178;-23,06185601439926;-23,54185601439926
EQT;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;6;203,0664610282689;539,8523232237031;18,440000534057617;19,270000457763672;9954,877128557331;10402,95451564554;23,891705108537593;24,967090837549296;4,501084054596927;4,021084054596926
MPWR;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;14;136,08168838540104;25,587655676408282;389,0499877929688;340,5400085449219;9954,877128557331;8713,620482688595;23,891705108537593;20,912689158452626;-12,468829397280768;-12,948829397280768
PYPL;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;12;140,6241422759532;36,38079505506242;273,6300048828125;235,6699981689453;9954,877128557331;8573,861904011335;23,891705108537593;20,577268569627204;-13,872750077289343;-14,352750077289343
ZBRA;2021-02-26;2021-03-01;2021-03-29;28;enter_or_hold;left_top_n;13;136,73033596530627;18,763899639997195;511,4800109863281;467,0700073242188;9597,359594012123;8764,054742284397;23,033663025629092;21,033731381482554;-8,682646967272467;-9,162646967272467
PSKY;2021-02-26;2021-03-01;2021-05-03;63;enter_or_hold;left_top_n;10;162,04793280924775;148,2925299546392;67,12999725341797;39,65999984741211;9954,877128557331;5881,281715373347;23,891705108537593;14,11507611689603;-40,920599627474594;-41,40059962747459
TTD;2021-02-26;2021-03-01;2021-05-03;63;enter_or_hold;left_top_n;8;180,3794617764351;119,60108837566115;83,23400115966797;70,15599822998047;9954,877128557331;8390,733744386622;23,891705108537593;20,13776098652789;-15,712332397189389;-16,19233239718939
URI;2021-02-26;2021-03-01;2021-05-03;63;enter_or_hold;left_top_n;15;124,47162928236352;32,90977371133538;302,489990234375;321,79998779296875;9954,877128557331;10590,36477857709;23,891705108537593;25,416875468585015;6,383681504182004;5,903681504182003
DVN;2021-03-26;2021-03-29;2021-05-03;35;enter_or_hold;left_top_n;10;261,5262306681952;391,75661086994086;21,850000381469727;23,6200008392334;8559,882096951495;9253,291477523235;20,543717032683585;22,20789954605576;8,10068845245766;7,62068845245766
FANG;2021-03-26;2021-03-29;2021-05-03;35;enter_or_hold;left_top_n;15;217,51151340957136;115,30013932191764;74,23999786376953;83,91999816894531;8559,882096951495;9675,987480774467;20,543717032683585;23,22236995385872;13,038793889701594;12,558793889701594
HAL;2021-03-26;2021-03-29;2021-05-03;35;enter_or_hold;left_top_n;13;241,00158639770865;403,007636026018;21,239999771118164;20,65999984741211;8559,882096951495;8326,137698803448;20,543717032683585;19,982730477128275;-2,730696468719973;-3,210696468719973
BLDR;2021-03-26;2021-03-29;2021-06-01;64;enter_or_hold;left_top_n;12;249,7374283474362;191,23955357329615;44,7599983215332;44,470001220703125;8559,882096951495;8504,423180851201;20,543717032683585;20,41061563404288;-0,6478934577854201;-1,12789345778542
WSM;2021-03-26;2021-03-29;2021-06-01;64;enter_or_hold;left_top_n;5;325,1605279976558;95,35348576413962;89,7699966430664;85,4749984741211;8559,882096951495;8150,339050191961;20,543717032683585;19,560813720460704;-4,784447287017968;-5,264447287017967
ALB;2021-04-30;2021-05-03;2021-06-01;29;enter_or_hold;left_top_n;11;192,77507344985912;56,89917526066134;165,99000549316406;171,42999267578125;9444,69441407368;9754,225198193168;22,66726659377683;23,4101404756636;3,277298031562048;2,797298031562048
ALGN;2021-04-30;2021-05-03;2021-06-01;29;enter_or_hold;left_top_n;10;192,98929715205043;15,747193268271689;599,77001953125;593,47998046875;9444,69441407368;9345,643953291514;22,66726659377683;22,42954548789963;-1,0487418273117388;-1,5287418273117388
GM;2021-04-30;2021-05-03;2021-06-01;29;enter_or_hold;left_top_n;15;173,77991514397425;165,2614901470631;57,150001525878906;59,650001525878906;9444,69441407368;9857,848139441337;22,66726659377683;23,658835534659207;4,374453076554929;3,8944530765549294
XYZ;2021-02-26;2021-03-01;2021-06-28;119;enter_or_hold;left_top_n;9;176,04703435104372;41,30654410189764;241,0;246,6000061035156;9954,877128557331;10186,194027643094;23,891705108537593;24,446865666343424;2,3236539848612514;1,8436539848612514
ON;2021-05-28;2021-06-01;2021-06-28;27;enter_or_hold;left_top_n;14;142,81383548383326;202,36374243876062;39,90999984741211;38,65999984741211;8076,33692985268;7823,382251804229;19,383208631646433;18,776117404330147;-3,1320471179632325;-3,6120471179632325
CVNA;2021-02-26;2021-03-01;2021-08-02;154;enter_or_hold;left_top_n;3;241,93702506077932;31,91483938193558;311,9200134277344;333,95001220703125;9954,877128557331;10657,961001182828;23,891705108537593;25,579106402838786;7,06270769137447;6,58270769137447
PWR;2021-04-30;2021-05-03;2021-08-02;91;enter_or_hold;left_top_n;14;176,3511467435555;64,14956563543531;97,18000030517578;89,0999984741211;6234,054808028497;5715,726200232817;14,961731539268392;13,71774288055876;-8,314469855609119;-8,794469855609119
F;2021-05-28;2021-06-01;2021-08-02;62;enter_or_hold;left_top_n;10;154,46584301051095;629,9413543343187;14,8100004196167;13,90999984741211;9329,431722025172;8762,48414266895;22,39063613286041;21,029961942405482;-6,076978708336078;-6,556978708336079
TSLA;2021-02-26;2021-03-01;2021-08-30;182;enter_or_hold;left_top_n;2;405,6213691125325;41,56929840880458;239,47666931152344;243,6366729736328;9954,877128557331;10127,805562169277;23,891705108537593;24,30673334920626;1,7371227326941963;1,2571227326941963
MOS;2021-04-30;2021-05-03;2021-08-30;119;enter_or_hold;left_top_n;8;215,51570859885825;269,6173206736051;35,029998779296875;32,29999923706055;9444,69441407368;8708,639252055753;22,66726659377683;20,900734204933805;-7,793318976219288;-8,273318976219288
MGM;2021-05-28;2021-06-01;2021-08-30;90;enter_or_hold;left_top_n;11;149,53433160865202;215,013409846945;43,38999938964844;42,65999984741211;9329,431722025172;9172,47203126223;22,39063613286041;22,01393287502935;-1,682414271733046;-2,162414271733046
GM;2021-06-25;2021-06-28;2021-08-30;63;enter_or_hold;left_top_n;13;146,52494478358062;144,9713324969588;58,63999938964844;49,16999816894531;8501,118849138185;7128,240153425027;20,402685237931642;17,107776368220062;-16,1493883343642;-16,6293883343642
FCX;2021-02-26;2021-03-01;2021-09-27;210;enter_or_hold;left_top_n;4;240,46184455357653;285,24001986577656;34,900001525878906;33,90999984741211;9954,877128557331;9672,48903012431;23,891705108537593;23,213973672298344;-2,8366809031016627;-3,3166809031016626
NUE;2021-05-28;2021-06-01;2021-09-27;118;enter_or_hold;left_top_n;15;142,64080688162025;84,24626965861135;110,73999786376952;103,91999816894533;9329,431722025172;8754,872188663367;22,39063613286041;21,011693252792078;-6,158569465762531;-6,638569465762531
STLD;2021-07-30;2021-08-02;2021-09-27;56;enter_or_hold;left_top_n;12;135,13315325438492;87,62203764819532;62,90999984741211;61,790000915527344;5512,302375077906;5414,16578650236;13,229525700186972;12,993997887605662;-1,7803194000974631;-2,260319400097463
AXON;2021-08-27;2021-08-30;2021-09-27;28;enter_or_hold;left_top_n;14;123,0558238017464;53,5913473730175;192,83999633789065;179,02000427246094;10334,55523115532;9593,923235684531;24,802932554772767;23,025415765642872;-7,166558975252513;-7,646558975252512
ZBRA;2021-08-27;2021-08-30;2021-09-27;28;enter_or_hold;left_top_n;15;109,86579607622116;6,780732179793669;584,780029296875;548,5800170898438;3965,236762754005;3719,7741750728646;9,51656823060961;8,927458020174875;-6,190363964815493;-6,670363964815493
IVZ;2021-04-30;2021-05-03;2021-11-01;182;enter_or_hold;left_top_n;7;237,92241268389265;344,4454554264981;27,420000076293945;26,530000686645508;9444,69441407368;9138,138168976919;22,66726659377683;21,931531605544603;-3,245803746068876;-3,725803746068876
COF;2021-06-25;2021-06-28;2021-11-01;126;enter_or_hold;left_top_n;9;161,59255378077603;60,398836139422635;156,0;153,00999450683594;9422,21843774993;9241,625585912341;22,61332425059983;22,179901406189618;-1,9166701879256842;-2,396670187925684
ALGN;2021-07-30;2021-08-02;2021-11-01;91;enter_or_hold;left_top_n;11;136,81164333549995;13,931074444248589;700,0;661,4600219726562;9751,752110974012;9214,848807995382;23,404205066337628;22,115637139188916;-5,505711146763392;-5,985711146763393
OKE;2021-09-24;2021-09-27;2021-11-01;35;enter_or_hold;left_top_n;13;129,78808754402215;174,35859433238807;58,900001525878906;64,13999938964844;10269,721472227759;11183,36013405933;24,64733153334662;26,84006432174239;8,89643077762441;8,41643077762441
ON;2021-09-24;2021-09-27;2021-11-01;35;enter_or_hold;left_top_n;10;140,55637611575008;207,55298236131716;49,47999954223633;54,9900016784668;10269,721472227759;11413,33884841962;24,64733153334662;27,392013236207085;11,135816869858917;10,655816869858917
OXY;2021-09-24;2021-09-27;2021-11-29;63;enter_or_hold;left_top_n;5;174,95107286958077;204,3107590735534;30,190000534057617;30,059999465942383;6168,141925544294;6141,581308637298;14,803540621306304;14,739795140729514;-0,43060969133994487;-0,9106096913399448
COP;2021-10-29;2021-11-01;2021-11-29;28;enter_or_hold;left_top_n;11;160,27252159145914;142,32010404340966;74,58999633789062;72,1500015258789;10615,65603940614;10268,395723895252;25,477574494574732;24,644149737348602;-3,271209185959212;-3,751209185959212
EOG;2021-10-29;2021-11-01;2021-11-29;28;enter_or_hold;left_top_n;9;170,03503081782804;113,58502186385977;93,45999908447266;88,38999938964844;10615,65603940614;10039,78001321977;25,477574494574732;24,095472031727446;-5,424780381435445;-5,904780381435446
PLTR;2021-10-29;2021-11-01;2021-11-29;28;enter_or_hold;left_top_n;12;155,47876474229378;399,6858528938785;26,559999465942383;21,06999969482422;10615,65603940614;8421,380798499578;25,477574494574732;20,211313916398986;-20,670180276765194;-21,150180276765195
TSLA;2021-10-29;2021-11-01;2021-11-29;28;enter_or_hold;left_top_n;6;187,0838186248852;18,587806647751453;402,86334228515625;378,9966735839844;7488,345911863396;7044,716888720072;17,97203018847215;16,90732053292817;-5,924259220457562;-6,404259220457561
GNRC;2021-02-26;2021-03-01;2022-01-03;308;enter_or_hold;left_top_n;5;219,99223652234724;28,750547663703482;346,25;347,9100036621094;9954,877128557331;10002,60314296673;23,891705108537593;24,006247543120146;0,4794234403203923;-0,00057655967960768
TPL;2021-03-26;2021-03-29;2022-01-03;280;enter_or_hold;left_top_n;6;316,0295252144002;52,18238174890684;164,03778076171875;141,57110595703125;8559,882096951495;7387,517495664744;20,543717032683585;17,730041989595385;-13,696036791257615;-14,176036791257616
ALB;2021-07-30;2021-08-02;2022-01-03;154;enter_or_hold;left_top_n;6;149,86659662106456;47,13268438206421;206,8999938964844;236,6699981689453;9751,752110974012;11154,892326400615;23,404205066337628;26,771741583361475;14,388596012890819;13,908596012890818
MRNA;2021-02-26;2021-03-01;2022-01-31;336;enter_or_hold;market_filter_failed;1;497,0304501990027;63,245727538618915;157,39999389648438;169,3300018310547;9954,877128557331;10709,399159920727;23,891705108537593;25,702557983809744;7,579420836837003;7,0994208368370035
DVN;2021-05-28;2021-06-01;2022-01-31;244;enter_or_hold;market_filter_failed;13;145,69841290426285;308,9215723952555;30,200000762939453;50,56999969482422;9329,431722025172;15622,163821752689;22,39063613286041;37,49319317220645;67,45032588503186;66,97032588503185
