calmar_ratio;champion_type;dd_first_decision;drawdown_improvement_vs_parent_pct;excess_cagr_pct;months_beating_spy;months_losing_to_spy;parent_max_drawdown_pct;run_id;spy_cagr_pct;strategy_cagr_pct;strategy_id;strategy_max_drawdown_pct;trades;value_delivered;years_beating_spy;years_losing_to_spy
0,412354;dd_min_champion;accepted_for_followup;47,287306;5,075106;181;148;-54,644063;DDDAEMON_001_HYP_DD_FIRST_AUTO002_DYN_EXPOSURE_65_55_45_25_V1;6,802475;11,87758;HYP_DD_FIRST_AUTO002_DYN_EXPOSURE_65_55_45_25_V1;-28,804358;3852;dd_first_followup_signal;18;10
0,412354;balanced_dd_champion;accepted_for_followup;47,287306;5,075106;181;148;-54,644063;DDDAEMON_001_HYP_DD_FIRST_AUTO002_DYN_EXPOSURE_65_55_45_25_V1;6,802475;11,87758;HYP_DD_FIRST_AUTO002_DYN_EXPOSURE_65_55_45_25_V1;-28,804358;3852;dd_first_followup_signal;18;10
0,434561;return_with_dd_guard_champion;accepted_for_followup;28,100745;10,270852;200;129;-54,644063;DD_FIRST_17_HYP_DD_FIRST_AUTO002_EXPOSURE_65_V1;6,802475;17,073327;HYP_DD_FIRST_AUTO002_EXPOSURE_65_V1;-39,288674;3822;dd_first_followup_signal;21;7
