calmar_ratio;dd_first_decision;drawdown_improvement_vs_parent_pct;excess_cagr_pct;months_beating_spy;months_losing_to_spy;parent_max_drawdown_pct;run_id;spy_cagr_pct;strategy_cagr_pct;strategy_id;strategy_max_drawdown_pct;trades;value_delivered;years_beating_spy;years_losing_to_spy
0,428962;accepted_for_followup;32,673772;8,978936;203;126;-54,644063;DD_FIRST_16_HYP_DD_FIRST_AUTO002_EXPOSURE_60_V1;6,802475;15,78141;HYP_DD_FIRST_AUTO002_EXPOSURE_60_V1;-36,789786;3837;dd_first_followup_signal;21;7
0,434561;accepted_for_followup;28,100745;10,270852;200;129;-54,644063;DD_FIRST_17_HYP_DD_FIRST_AUTO002_EXPOSURE_65_V1;6,802475;17,073327;HYP_DD_FIRST_AUTO002_EXPOSURE_65_V1;-39,288674;3822;dd_first_followup_signal;21;7
