beats_spy_cagr;cagr;calmar;config_hash;constraint_gap_score;dd_limit;decision;excess_cagr;frontier_class;max_drawdown;months_beating_spy;months_losing_to_spy;passes_dd20;rank_under_constraint;rejection_reason;run_id;spy_cagr;strategy_id;trades;years_beating_spy;years_losing_to_spy
True;28,403454;0,418903;3b33dfec8ac263c1;478,04293;-20,0;rejected;21,60098;high_cagr_dd_breach;-67,804293;207;122;False;;max_drawdown_breaches_dd20:-67.804293<-20.000000;RETEST_HYP_FSPACE_AUTO_002_RANK_CHANNEL_SLOPE_PCT_TOPN_17_V1_1999_2026_20260525_011442;6,802475;HYP_FSPACE_AUTO_002_RANK_CHANNEL_SLOPE_PCT_TOPN_17_V1;3188;24;4
True;28,151293;0,459731;6bc37a223709883f;412,806067;-20,0;rejected;21,348819;high_cagr_dd_breach;-61,23424;201;128;False;;"insufficient_trades:1609<3000; max_drawdown_breaches_dd20:-61.234240<-20.000000";RETEST_HYP_REVIEW_EXP_044_TRAILING_18_V1_1999_2026_20260524_184923;6,802475;HYP_REVIEW_EXP_044_TRAILING_18_V1;1609;22;6
True;27,739522;0,497296;ffdb16944bc72127;357,80664;-20,0;rejected;20,937048;high_cagr_dd_breach;-55,780664;202;127;False;;max_drawdown_breaches_dd20:-55.780664<-20.000000;RETEST_HYP_AUTO_LOCAL_TREND_13_52_BLEND_SEED_1999_2026_20260524_175735;6,802475;HYP_AUTO_LOCAL_TREND_13_52_BLEND_SEED;3019;24;4
True;27,653194;1,125893;35a71529e9ae661a;46,399463;-20,0;rejected;16,399294;high_cagr_dd_breach;-24,561113;45;30;False;;"insufficient_trades:635<3000; max_drawdown_breaches_dd20:-24.561113<-20.000000";EXP_170;11,2539;HYP_LIT_AUTO_002_PAPER_RESIDUAL_IDIOSYNCRATIC_MOMENTUM_RESIDUAL_RET26_V4;635;6;1
True;27,63679;1,147822;10d8bd7f149a4b64;41,563243;-20,0;rejected;16,38289;high_cagr_dd_breach;-24,077591;43;32;False;;"insufficient_trades:638<3000; max_drawdown_breaches_dd20:-24.077591<-20.000000";EXP_176;11,2539;HYP_LIT_AUTO_002_PAPER_SECTOR_AND_INDUSTRY_RELATIVE_STR_SECTOR_REL_RET26_V4;638;6;1
True;27,087479;0,450623;7593410a508c6009;401,231127;-20,0;rejected;20,285005;high_cagr_dd_breach;-60,111146;216;113;False;;"insufficient_trades:2641<3000; max_drawdown_breaches_dd20:-60.111146<-20.000000";RETEST_HYP_CROSS_SECTIONAL_MOMENTUM_CONCENTRATION_12_V1_1999_2026_20260524_161450;6,802475;HYP_CROSS_SECTIONAL_MOMENTUM_CONCENTRATION_12_V1;2641;24;4
True;27,087479;0,450623;7593410a508c6009;401,231127;-20,0;rejected;20,285005;high_cagr_dd_breach;-60,111146;216;113;False;;"insufficient_trades:2641<3000; max_drawdown_breaches_dd20:-60.111146<-20.000000";RETEST_HYP_CROSS_SECTIONAL_MOMENTUM_CONCENTRATION_12_V10_1999_2026_20260524_163956;6,802475;HYP_CROSS_SECTIONAL_MOMENTUM_CONCENTRATION_12_V10;2641;24;4
True;27,087479;0,450623;7593410a508c6009;401,231127;-20,0;rejected;20,285005;high_cagr_dd_breach;-60,111146;216;113;False;;"insufficient_trades:2641<3000; max_drawdown_breaches_dd20:-60.111146<-20.000000";RETEST_HYP_QUALITY_MOMENTUM_CONCENTRATION_12_V1_1999_2026_20260524_172906;6,802475;HYP_QUALITY_MOMENTUM_CONCENTRATION_12_V1;2641;24;4
True;27,026665;0,493092;55f6ac1db51b06a5;348,10585;-20,0;rejected;20,22419;high_cagr_dd_breach;-54,810585;213;116;False;;max_drawdown_breaches_dd20:-54.810585<-20.000000;RETEST_HYP_LIT_AUTO_002_TSMOM_RET26_SMA20_CONFIRM_V1_1999_2026_20260524_214743;6,802475;HYP_LIT_AUTO_002_TSMOM_RET26_SMA20_CONFIRM_V1;3796;20;8
True;26,778864;0,520122;70c3589fb271e4ec;314,85692;-20,0;rejected;19,976389;high_cagr_dd_breach;-51,485692;207;122;False;;max_drawdown_breaches_dd20:-51.485692<-20.000000;RETEST_HYP_FSPACE_AUTO_002_RANK_CLOSE_VS_SMA20W_PCT_CONF_SMA50_SLOPE_POS_V1_1999_2026_20260525_015935;6,802475;HYP_FSPACE_AUTO_002_RANK_CLOSE_VS_SMA20W_PCT_CONF_SMA50_SLOPE_POS_V1;4381;26;2
True;26,778864;0,520122;a493786d9f89fe74;314,85692;-20,0;rejected;19,976389;high_cagr_dd_breach;-51,485692;207;122;False;;max_drawdown_breaches_dd20:-51.485692<-20.000000;RETEST_HYP_FSPACE_AUTO_002_RANK_CLOSE_VS_SMA20W_PCT_MKT_RELAXED_V1_1999_2026_20260525_011859;6,802475;HYP_FSPACE_AUTO_002_RANK_CLOSE_VS_SMA20W_PCT_MKT_RELAXED_V1;4381;26;2
True;26,778864;0,520122;f8d0cf8406876cf1;314,85692;-20,0;rejected;19,976389;high_cagr_dd_breach;-51,485692;207;122;False;;max_drawdown_breaches_dd20:-51.485692<-20.000000;RETEST_HYP_FSPACE_AUTO_002_RANK_CLOSE_VS_SMA20W_PCT_V1_1999_2026_20260524_200944;6,802475;HYP_FSPACE_AUTO_002_RANK_CLOSE_VS_SMA20W_PCT_V1;4381;26;2
True;26,778864;0,520122;f8d0cf8406876cf1;314,85692;-20,0;rejected;19,976389;high_cagr_dd_breach;-51,485692;207;122;False;;max_drawdown_breaches_dd20:-51.485692<-20.000000;RETEST_HYP_LIT_AUTO_002_FAST_TREND_SMA20_RANK_V2_1999_2026_20260524_220332;6,802475;HYP_LIT_AUTO_002_FAST_TREND_SMA20_RANK_V2;4381;26;2
True;26,778864;0,520122;f8d0cf8406876cf1;314,85692;-20,0;rejected;19,976389;high_cagr_dd_breach;-51,485692;207;122;False;;max_drawdown_breaches_dd20:-51.485692<-20.000000;RETEST_HYP_LIT_AUTO_002_SMA20_TREND_FAST_CONFIRM_V1_1999_2026_20260524_193545;6,802475;HYP_LIT_AUTO_002_SMA20_TREND_FAST_CONFIRM_V1;4381;26;2
True;25,929269;0,474512;ea11d3d5d7feeb15;346,44063;-20,0;rejected;19,126795;high_cagr_dd_breach;-54,644063;207;122;False;;"duplicate_or_noop; max_drawdown_breaches_dd20:-54.644063<-20.000000";RETEST_HYP_AUTO_TIME_SERIES_MOMENTUM_SEED_1999_2026_20260524_174409;6,802475;HYP_AUTO_TIME_SERIES_MOMENTUM_SEED;3706;22;6
True;25,929269;0,474512;85c4731d29e05815;346,44063;-20,0;rejected;19,126795;high_cagr_dd_breach;-54,644063;207;122;False;;"duplicate_or_noop; max_drawdown_breaches_dd20:-54.644063<-20.000000";DD_FIRST_07_HYP_DD_FIRST_AUTO002_DD_PROXY_26W_V1;6,802475;HYP_DD_FIRST_AUTO002_DD_PROXY_26W_V1;3706;22;6
True;25,929269;0,474512;7ef8b96e1ee494e7;346,44063;-20,0;rejected;19,126795;high_cagr_dd_breach;-54,644063;207;122;False;;"duplicate_or_noop; max_drawdown_breaches_dd20:-54.644063<-20.000000";DD_FIRST_05_HYP_DD_FIRST_AUTO002_SOFT_SPY_TOPN_5_V1;6,802475;HYP_DD_FIRST_AUTO002_SOFT_SPY_TOPN_5_V1;3706;22;6
True;25,929269;0,474512;60a2e4f6d9019118;346,44063;-20,0;rejected;19,126795;high_cagr_dd_breach;-54,644063;207;122;False;;"duplicate_or_noop; max_drawdown_breaches_dd20:-54.644063<-20.000000";DD_FIRST_04_HYP_DD_FIRST_AUTO002_SOFT_SPY_TOPN_8_V1;6,802475;HYP_DD_FIRST_AUTO002_SOFT_SPY_TOPN_8_V1;3706;22;6
True;25,929269;0,474512;a54377360c41ebd2;346,44063;-20,0;rejected;19,126795;high_cagr_dd_breach;-54,644063;207;122;False;;"duplicate_or_noop; max_drawdown_breaches_dd20:-54.644063<-20.000000";RETEST_HYP_LIT_AUTO_002_SPY_REGIME_DISABLED_V1_1999_2026_20260524_212753;6,802475;HYP_LIT_AUTO_002_SPY_REGIME_DISABLED_V1;3706;22;6
True;25,929269;0,474512;5a1d6a634cf487b4;346,44063;-20,0;rejected;19,126795;high_cagr_dd_breach;-54,644063;207;122;False;;"duplicate_or_noop; max_drawdown_breaches_dd20:-54.644063<-20.000000";RETEST_HYP_LIT_AUTO_002_SPY_REGIME_RELAXED_V1_1999_2026_20260524_192019;6,802475;HYP_LIT_AUTO_002_SPY_REGIME_RELAXED_V1;3706;22;6
True;25,929269;0,474512;ea11d3d5d7feeb15;346,44063;-20,0;rejected;19,126795;high_cagr_dd_breach;-54,644063;207;122;False;;"duplicate_or_noop; max_drawdown_breaches_dd20:-54.644063<-20.000000";RETEST_HYP_REFINE_AUTO002_EXIT_18_V1_1999_2026_20260524_183400;6,802475;HYP_REFINE_AUTO002_EXIT_18_V1;3706;22;6
True;25,929269;0,474512;ea11d3d5d7feeb15;346,44063;-20,0;rejected;19,126795;high_cagr_dd_breach;-54,644063;207;122;False;;"duplicate_or_noop; max_drawdown_breaches_dd20:-54.644063<-20.000000";RETEST_HYP_REFINE_AUTO002_EXIT_24_V1_1999_2026_20260524_183754;6,802475;HYP_REFINE_AUTO002_EXIT_24_V1;3706;22;6
True;25,865746;0,394846;3b33dfec8ac263c1;455,08375;-20,0;rejected;19,063271;high_cagr_dd_breach;-65,508375;203;126;False;;max_drawdown_breaches_dd20:-65.508375<-20.000000;RETEST_HYP_FSPACE_AUTO_002_RANK_CHANNEL_SLOPE_PCT_TOPN_19_V1_1999_2026_20260525_013202;6,802475;HYP_FSPACE_AUTO_002_RANK_CHANNEL_SLOPE_PCT_TOPN_19_V1;3587;24;4
True;25,566671;0,45249;27ade0c0960c63fe;365,02165;-20,0;rejected;18,764196;high_cagr_dd_breach;-56,502165;206;123;False;;max_drawdown_breaches_dd20:-56.502165<-20.000000;RETEST_HYP_AUTOREFINE_AUTO_002_RANK_RET_26W_PCT_V1_1999_2026_20260525_010358;6,802475;HYP_AUTOREFINE_AUTO_002_RANK_RET_26W_PCT_V1;3628;20;8
True;25,551699;0,400587;9f69c6af148a0821;437,889243;-20,0;rejected;18,749224;high_cagr_dd_breach;-63,785591;198;131;False;;"insufficient_trades:2900<3000; max_drawdown_breaches_dd20:-63.785591<-20.000000";RETEST_HYP_FSPACE_AUTO_002_RANK_CHANNEL_SLOPE_PCT_CONF_SMA52_POS_V1_1999_2026_20260524_231703;6,802475;HYP_FSPACE_AUTO_002_RANK_CHANNEL_SLOPE_PCT_CONF_SMA52_POS_V1;2900;23;5
True;25,30399;0,736235;54c0138cd11ed042;144,517723;-20,0;rejected;14,05009;high_cagr_dd_breach;-34,369439;43;32;False;;"insufficient_trades:530<3000; max_drawdown_breaches_dd20:-34.369439<-20.000000";AUTO_069;11,2539;HYP_AUTO_LOCAL_RET_12W_ACCELERATION_SEED;530;5;2
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_AUTOREFINE_AUTO_002_RANK_RET_52W_PCT_V1_1999_2026_20260525_013737;6,802475;HYP_AUTOREFINE_AUTO_002_RANK_RET_52W_PCT_V1;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_CROSS_SECTIONAL_MOMENTUM_EXIT_THRESHOLD_15_V1_1999_2026_20260524_162729;6,802475;HYP_CROSS_SECTIONAL_MOMENTUM_EXIT_THRESHOLD_15_V1;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_DARVAS_BOX_EXIT_THRESHOLD_10_V1_1999_2026_20260524_165520;6,802475;HYP_DARVAS_BOX_EXIT_THRESHOLD_10_V1;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_DARVAS_BOX_EXIT_THRESHOLD_10_V2_1999_2026_20260524_171507;6,802475;HYP_DARVAS_BOX_EXIT_THRESHOLD_10_V2;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_DARVAS_BOX_EXIT_THRESHOLD_40_V1_1999_2026_20260524_170252;6,802475;HYP_DARVAS_BOX_EXIT_THRESHOLD_40_V1;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_FSPACE_AUTO_002_RANK_RET_52W_PCT_V1_1999_2026_20260524_201333;6,802475;HYP_FSPACE_AUTO_002_RANK_RET_52W_PCT_V1;3280;22;6
True;25,292058;0,429425;26eca64ed85b67e5;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_LITEXP_AUTO_002_RET52_SPY_SLOPE_REGIME_V1_1999_2026_20260525_024809;6,802475;HYP_LITEXP_AUTO_002_RET52_SPY_SLOPE_REGIME_V1;3280;22;6
True;25,292058;0,429425;1fc1717c8e2a34e4;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_LIT_AUTO_002_DRAWDOWN_AWARE_RET52_MAXDD26_V4_1999_2026_20260525_025600;6,802475;HYP_LIT_AUTO_002_DRAWDOWN_AWARE_RET52_MAXDD26_V4;3280;22;6
True;25,292058;0,429425;560e5a76eb29da86;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_LIT_AUTO_002_PAPER_LOW_VOLATILITY_ANOMALY_AND_MOMENTUM_CRASH_CO_VOL_FILTER_V1_1999_2026_20260524_192412;6,802475;HYP_LIT_AUTO_002_PAPER_LOW_VOLATILITY_ANOMALY_AND_MOMENTUM_CRASH_CO_VOL_FILTER_V1;3280;22;6
True;25,292058;0,429425;560e5a76eb29da86;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_LIT_AUTO_002_PAPER_LOW_VOLATILITY_ANOMALY_AND_MOMEN_VOL_ATR14_RET52_V2_1999_2026_20260524_210437;6,802475;HYP_LIT_AUTO_002_PAPER_LOW_VOLATILITY_ANOMALY_AND_MOMEN_VOL_ATR14_RET52_V2;3280;22;6
True;25,292058;0,429425;560e5a76eb29da86;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_LIT_AUTO_002_PAPER_LOW_VOLATILITY_ANOMALY_AND_MOMEN_VOL_ATR14_RET52_V4_1999_2026_20260525_022624;6,802475;HYP_LIT_AUTO_002_PAPER_LOW_VOLATILITY_ANOMALY_AND_MOMEN_VOL_ATR14_RET52_V4;3280;22;6
True;25,292058;0,429425;188ff8558d81e6a5;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_LIT_AUTO_002_PAPER_MARKET_BREADTH_AS_MOMENTUM_REGIM_BREADTH_REGIME_V4_1999_2026_20260525_030357;6,802475;HYP_LIT_AUTO_002_PAPER_MARKET_BREADTH_AS_MOMENTUM_REGIM_BREADTH_REGIME_V4;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_LIT_AUTO_002_PAPER_TIME_SERIES_MOMENTUM_RET52_RANK_V2_1999_2026_20260524_230910;6,802475;HYP_LIT_AUTO_002_PAPER_TIME_SERIES_MOMENTUM_RET52_RANK_V2;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_LIT_AUTO_002_PAPER_TIME_SERIES_MOMENTUM_RET52_V1_1999_2026_20260524_193155;6,802475;HYP_LIT_AUTO_002_PAPER_TIME_SERIES_MOMENTUM_RET52_V1;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_QUALITY_MOMENTUM_CONCENTRATION_15_V1_1999_2026_20260524_173355;6,802475;HYP_QUALITY_MOMENTUM_CONCENTRATION_15_V1;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_TACTICAL_ASSET_ALLOCATION_MARKET_FILTER_True_V1_1999_2026_20260524_161956;6,802475;HYP_TACTICAL_ASSET_ALLOCATION_MARKET_FILTER_True_V1;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_TACTICAL_ASSET_ALLOCATION_MARKET_FILTER_True_V10_1999_2026_20260524_163343;6,802475;HYP_TACTICAL_ASSET_ALLOCATION_MARKET_FILTER_True_V10;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_TACTICAL_ASSET_ALLOCATION_MARKET_FILTER_True_V2_1999_2026_20260524_164503;6,802475;HYP_TACTICAL_ASSET_ALLOCATION_MARKET_FILTER_True_V2;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_TREND_FOLLOWING_EXIT_THRESHOLD_20_V1_1999_2026_20260524_165754;6,802475;HYP_TREND_FOLLOWING_EXIT_THRESHOLD_20_V1;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_TREND_FOLLOWING_EXIT_THRESHOLD_35_V1_1999_2026_20260524_170515;6,802475;HYP_TREND_FOLLOWING_EXIT_THRESHOLD_35_V1;3280;22;6
True;25,292058;0,429425;7593410a508c6009;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_HYP_TREND_FOLLOWING_MARKET_FILTER_True_V1_1999_2026_20260524_170747;6,802475;HYP_TREND_FOLLOWING_MARKET_FILTER_True_V1;3280;22;6
True;25,292058;0,429425;;388,9752;-20,0;rejected;18,489583;high_cagr_dd_breach;-58,89752;208;121;False;;max_drawdown_breaches_dd20:-58.897520<-20.000000;RETEST_SP500_MOMENTUM_TREND_BASELINE_V1_1999_2026_20260524_160516;6,802475;SP500_MOMENTUM_TREND_BASELINE_V1;3280;22;6
True;25,241914;0,462574;ef9761e71ce713bb;345,68365;-20,0;rejected;18,439439;high_cagr_dd_breach;-54,568365;207;122;False;;max_drawdown_breaches_dd20:-54.568365<-20.000000;DD_FIRST_11_HYP_DD_FIRST_AUTO002_LOWVOL_PENALTY_V1;6,802475;HYP_DD_FIRST_AUTO002_LOWVOL_PENALTY_V1;3704;22;6
True;25,161374;0,465494;27d49ccfeff738ab;340,53049;-20,0;rejected;18,358899;high_cagr_dd_breach;-54,053049;206;123;False;;max_drawdown_breaches_dd20:-54.053049<-20.000000;DD_FIRST_13_HYP_DD_FIRST_AUTO002_ANTI_EXTENSION_SMA20W_60_V1;6,802475;HYP_DD_FIRST_AUTO002_ANTI_EXTENSION_SMA20W_60_V1;3700;22;6
True;25,161063;0,461096;6573bbfec824da0a;345,67962;-20,0;rejected;18,358588;high_cagr_dd_breach;-54,567962;209;120;False;;max_drawdown_breaches_dd20:-54.567962<-20.000000;DD_FIRST_12_HYP_DD_FIRST_AUTO002_LOWVOL_PENALTY_LIGHT_V1;6,802475;HYP_DD_FIRST_AUTO002_LOWVOL_PENALTY_LIGHT_V1;3708;22;6
True;24,794597;0,460622;53290c5b56345825;338,28516;-20,0;rejected;17,992123;high_cagr_dd_breach;-53,828516;209;120;False;;max_drawdown_breaches_dd20:-53.828516<-20.000000;RETEST_HYP_LIT_AUTO_002_TSMOM_RET52_CHANNEL_QUALITY_V1_1999_2026_20260524_223800;6,802475;HYP_LIT_AUTO_002_TSMOM_RET52_CHANNEL_QUALITY_V1;3273;23;5
True;24,462241;0,446772;049a6303d2c620fb;347,53286;-20,0;rejected;17,659766;high_cagr_dd_breach;-54,753286;207;122;False;;max_drawdown_breaches_dd20:-54.753286<-20.000000;DD_FIRST_14_HYP_DD_FIRST_AUTO002_DD_PROXY_26W_V2;6,802475;HYP_DD_FIRST_AUTO002_DD_PROXY_26W_V2;3741;20;8
True;24,24435;0,369575;681e95c24c5cda91;456,9109;-20,0;rejected;12,99045;high_cagr_dd_breach;-65,60069;39;36;False;;"insufficient_trades:288<3000; max_drawdown_breaches_dd20:-65.600690<-20.000000";AUTO_081;11,2539;HYP_AUTO_LOCAL_ATR4_LOW_NOISE_SEED;288;6;1
True;24,005681;0,928311;29259214a8a75c7e;59,459493;-20,0;rejected;12,751781;high_cagr_dd_breach;-25,859516;43;32;False;;"insufficient_trades:407<3000; max_drawdown_breaches_dd20:-25.859516<-20.000000";EXP_175;11,2539;HYP_LITEXP_AUTO_002_SECTOR_REL26_LOWDD_V1;407;6;1
True;23,9159;0,428346;ea11d3d5d7feeb15;358,33111;-20,0;rejected;17,113426;high_cagr_dd_breach;-55,833111;200;129;False;;max_drawdown_breaches_dd20:-55.833111<-20.000000;RETEST_HYP_AUTOREFINE_AUTO_002_TOPN_17_V1_1999_2026_20260524_232738;6,802475;HYP_AUTOREFINE_AUTO_002_TOPN_17_V1;4176;23;5
True;23,835429;0,413903;7593410a508c6009;375,8696;-20,0;rejected;17,032955;high_cagr_dd_breach;-57,58696;207;122;False;;max_drawdown_breaches_dd20:-57.586960<-20.000000;RETEST_HYP_QUALITY_MOMENTUM_CONCENTRATION_18_V1_1999_2026_20260524_171949;6,802475;HYP_QUALITY_MOMENTUM_CONCENTRATION_18_V1;3913;22;6
True;23,711875;0,830075;b44334cc200f2932;86,540623;-20,0;rejected;12,457975;high_cagr_dd_breach;-28,565929;43;32;False;;"insufficient_trades:356<3000; max_drawdown_breaches_dd20:-28.565929<-20.000000";EXP_174;11,2539;HYP_LITEXP_AUTO_002_RESIDUAL26_LOWVOL13_CONFIRM_V1;356;6;1
True;23,681881;0,409135;6bc37a223709883f;379,025673;-20,0;rejected;16,879406;high_cagr_dd_breach;-57,882834;189;140;False;;"insufficient_trades:2408<3000; max_drawdown_breaches_dd20:-57.882834<-20.000000";DD_FIRST_03_HYP_DD_FIRST_AUTO002_TRAILING_18_TOPN_9_V1;6,802475;HYP_DD_FIRST_AUTO002_TRAILING_18_TOPN_9_V1;2408;20;8
True;23,498502;0,447884;d8211864ce53d256;324,65621;-20,0;rejected;16,696027;high_cagr_dd_breach;-52,465621;205;124;False;;max_drawdown_breaches_dd20:-52.465621<-20.000000;RETEST_HYP_AUTOREFINE_AUTO_002_RANK_CLOSE_VS_SMA20W_PCT_V1_1999_2026_20260525_004221;6,802475;HYP_AUTOREFINE_AUTO_002_RANK_CLOSE_VS_SMA20W_PCT_V1;4265;25;3
True;23,462039;0,419838;69db39e3a0654628;358,83525;-20,0;rejected;16,659565;high_cagr_dd_breach;-55,883525;197;132;False;;max_drawdown_breaches_dd20:-55.883525<-20.000000;RETEST_HYP_AUTOREFINE_AUTO_002_TRAILING_30_V1_1999_2026_20260524_225712;6,802475;HYP_AUTOREFINE_AUTO_002_TRAILING_30_V1;3760;21;7
True;23,188881;0,409687;7593410a508c6009;366,01468;-20,0;rejected;16,386406;high_cagr_dd_breach;-56,601468;204;125;False;;max_drawdown_breaches_dd20:-56.601468<-20.000000;RETEST_HYP_CAN_SLIM_CONCENTRATION_20_V1_1999_2026_20260524_165033;6,802475;HYP_CAN_SLIM_CONCENTRATION_20_V1;4350;24;4
True;23,188881;0,409687;7593410a508c6009;366,01468;-20,0;rejected;16,386406;high_cagr_dd_breach;-56,601468;204;125;False;;max_drawdown_breaches_dd20:-56.601468<-20.000000;RETEST_HYP_CAN_SLIM_CONCENTRATION_20_V2_1999_2026_20260524_171024;6,802475;HYP_CAN_SLIM_CONCENTRATION_20_V2;4350;24;4
True;23,188881;0,409687;7593410a508c6009;366,01468;-20,0;rejected;16,386406;high_cagr_dd_breach;-56,601468;204;125;False;;max_drawdown_breaches_dd20:-56.601468<-20.000000;RETEST_HYP_CAN_SLIM_CONCENTRATION_20_V3_1999_2026_20260524_171729;6,802475;HYP_CAN_SLIM_CONCENTRATION_20_V3;4350;24;4
True;23,090773;0,415043;17eec1def61a194c;356,34616;-20,0;rejected;16,288298;high_cagr_dd_breach;-55,634616;206;123;False;;max_drawdown_breaches_dd20:-55.634616<-20.000000;RETEST_HYP_LITEXP_AUTO_002_RET52_DRAWDOWN26_PROXY_V1_1999_2026_20260525_023744;6,802475;HYP_LITEXP_AUTO_002_RET52_DRAWDOWN26_PROXY_V1;3438;23;5
True;22,854206;0,399923;ea11d3d5d7feeb15;371,46516;-20,0;rejected;16,051731;high_cagr_dd_breach;-57,146516;193;136;False;;max_drawdown_breaches_dd20:-57.146516<-20.000000;RETEST_HYP_AUTOREFINE_AUTO_002_TOPN_19_V1_1999_2026_20260524_235445;6,802475;HYP_AUTOREFINE_AUTO_002_TOPN_19_V1;4643;23;5
True;22,846647;0,391469;0218303eff87242c;383,61365;-20,0;rejected;16,044173;high_cagr_dd_breach;-58,361365;203;126;False;;max_drawdown_breaches_dd20:-58.361365<-20.000000;DD_FIRST_06_HYP_DD_FIRST_AUTO002_ANTI_EXTENSION_SMA52_80_V1;6,802475;HYP_DD_FIRST_AUTO002_ANTI_EXTENSION_SMA52_80_V1;3772;22;6
True;22,413596;0,918922;bb916408d15e1335;44,7498;-20,0;rejected;11,159696;high_cagr_dd_breach;-24,39118;44;31;False;;"insufficient_trades:486<3000; max_drawdown_breaches_dd20:-24.391180<-20.000000";AUTO_074;11,2539;HYP_AUTO_LOCAL_CHANNEL_R2_QUALITY_SEED;486;4;3
True;22,183311;0,45722;106db68a5a1f99d9;285,17761;-20,0;rejected;15,380836;high_cagr_dd_breach;-48,517761;205;124;False;;max_drawdown_breaches_dd20:-48.517761<-20.000000;DD_FIRST_03_HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;6,802475;HYP_DD_FIRST_AUTO002_EXPOSURE_85_V1;3767;23;5
